"site_id","aggr_eco3_2015","aggr_eco9_2015","aquacultur","area_cat7","area_ha","areacls","bord_lake","cat_unique","ch0712_cat","ch0712_use","ch0712_wgt","cntyname","comid2007","comid2012","comids2007","des_ftype","disposal","dsgn_cat","dsgn12","eco_bio","eco_l3_nam","eco_nuta","eco3_x_origin","elevation","epa_reg","eval_name","evalstat","evaporate","feow_id","fs_ew","fw_eco3","fw_eco9","gnis_id","gnis_name","huc2","huc8","index_samp","lake_origin","lake_origin12","lakearea","lakename","lat_dd83","lon_dd83","maj_basin","mdcaty","meter_deep","miss_basin","na_l1code","na_l2code","na_l3code","nars_name","nes_lake","neslake","neslake_id","nesstoret","nhdname","non_saline","nut_reg","nutreg_name","open_water","own_type","ownshp","panel","perim_km","perm_water","phys_acces","publication_date","rchcode","reachcode","ref_cluster","ref_nutr","refclus_name","repeat_visit","rt_nla","sewage","siteid_07","sitesamp","sitetype","size_class","sld","srfc_area","st_dsgn","st_mdcaty","st_panel","st_siteid","st_stratum","st_wgt_all","st_wgt_cat","st_wgt_dsgn","state","state_name","state_nla","state_pcnt","statecty","status","status_dsk","status_fld","status_st","status_ver","stratum","tnt","tnt_st","urban","us_l3code","us_l3code_2015","us_l4code","us_l4code_2015","wgt_all","wgt_cat","wgt_dsgn","xcoord","ycoord"
"NLA06608-0036",NA,NA,"No","(10,20]",12.02760537,NA,NA,NA,NA,NA,NA,"HARDIN",11867374,NA,NA,NA,"No","TPL_IL_(10,20]",NA,NA,"Interior River Valleys and Hills","IX","PLNLOW MAN-MADE",113.39,"Region_5",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,5,5140203,"Secchi_Samp","MAN-MADE",NA,0.120276054,"Whoople Cat Lake",37.47735404,-88.32737922,NA,"0.00785768","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whoople Cat Lake","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",1.782974479,"Yes","Yes",NA,NA,5140203001535,"C","Y","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","YES","REF","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.450275832,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"IL","Illinois",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",72,NA,NA,NA,75.72375178,"IL",126.0388979,671373.9172,24578.90193
"NLA06608-0037",NA,NA,"No",">100",236.955581,NA,NA,NA,NA,NA,NA,"LITCHFIELD",7711450,NA,NA,NA,"No","NAP_CT_>100",NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",211.27,"Region_1",NA,NA,"No",NA,NA,"EHIGH","NAP",NA,NA,1,1100005,"Secchi_Samp","NATURAL",NA,2.36955581,"Lake Waramaug",41.69699293,-73.36398551,NA,"0.051773852","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waramaug, Lake","Yes","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Yes",NA,NA,"Panel_1",14.01149575,"Yes","Yes",NA,NA,1100005003057,"B","N","E. Highlands: Cold northern lakes and reservoirs","YES","TRASH","No",NA,"YES","PROB_Lake","04:>100-500 ha",2.567710733,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"CT","Connecticut",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",58,NA,NA,NA,21.55717344,"CT",19.12883297,1852620.183,691912.6223
"NLA06608-0038",NA,NA,"No",">100",220.6478779,NA,NA,NA,NA,NA,NA,"ESSEX",4599159,NA,NA,NA,"No","NAP_VT_>100",NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",358.73,"Region_1",NA,NA,"No",NA,NA,"EHIGH","NAP",NA,NA,1,1110000,"Secchi_Samp","NATURAL",NA,2.206478779,"Island Pond",44.79759122,-71.86971736,NA,"0.084045446","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Island Pond","Yes","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Yes",NA,NA,"Panel_1",7.974503403,"Yes","Yes",NA,NA,1110000000383,"B","N","E. Highlands: Cold northern lakes and reservoirs","YES","TRASH","No",NA,"YES","PROB_Lake","04:>100-500 ha",1.514428724,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"VT","Vermont",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",58,NA,NA,NA,35.04559536,"VT",11.78378385,1885402.74,1057065.177
"NLA06608-0041",NA,NA,"No",">100",1071.509332,NA,NA,NA,NA,NA,NA,"NICHOLAS",4547794,NA,NA,NA,"No","NESLake",NA,NA,"Central Appalachians","XI","EHIGH MAN-MADE",501.84,"Region_3",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,5,5050005,"Secchi_Samp","MAN-MADE",NA,10.71509332,"Summersville Lake",38.22694093,-80.85405519,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","5403",NA,"Summersville Lake","Yes","XI","The Central and Eastern Forested Uplands","Yes",NA,NA,"Panel_1",100.9848431,"Yes","Yes",NA,NA,5050005001472,"A","N","E. Highlands: Large, warm, and deep reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",8.702685399,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"WV","West Virginia",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",69,NA,NA,NA,23.89950044,"WV",7.833853361,1307807.23,185912.2465
"NLA06608-0042",NA,NA,"Missing","(50,100]",77.7184868,NA,NA,NA,NA,NA,NA,"JOHNSON",5378824,NA,NA,NA,"Missing","WMT_WY_(50,100]",NA,NA,"Middle Rockies","II","WMTNS MAN-MADE",2626,"Region_8",NA,NA,"Missing",NA,NA,"WMTNS","WMT",NA,NA,10,10090206,"Secchi_Samp","MAN-MADE",NA,0.777184868,"Willow Park Reservoir",44.45823517,-107.0403753,NA,"0.039961583","Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Willow Park Reservoir","Missing","II","Western Forested Mountains","Missing",NA,NA,"Panel_1",4.314419055,"Missing","Missing",NA,NA,10090206000948,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","YES","SO-SO","Missing",NA,"YES","PROB_Lake","03:>50-100 ha",1.380559807,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,"WY","Wyoming",NA,NA,NA,"Target_Sampled",NA,NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",17,NA,NA,NA,9.832508096,"WY",24.7831363,-874392.3306,829458.7419
"NLA06608-0043",NA,NA,"No","(20,50]",24.24719175,NA,NA,NA,NA,NA,NA,"LAGRANGE",12259598,NA,NA,NA,"No","UMW_IN_(20,50]",NA,NA,"Southern Michigan/Northern Indiana Drift Plains","VII","PLNLOW NATURAL",273.03,"Region_5",NA,NA,"No",NA,NA,"PLNLOW","UMW",NA,NA,4,4050001,"Secchi_Samp","NATURAL",NA,0.242471918,"Messick Lake",41.553395,-85.44424168,NA,"0.028613421","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Messick Lake","Yes","VII","Mostly Glaciated Dairy Region","Yes",NA,NA,"Panel_1",2.957443479,"Yes","Yes",NA,NA,4050001005345,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","YES","SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.694262888,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"IN","Indiana",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",56,NA,NA,NA,10.83110054,"IN",34.61219685,872137.1721,502641.2153
"NLA06608-0044",NA,NA,"No",">100",219.8023543,NA,NA,NA,NA,NA,NA,"CHERRY",16041236,NA,NA,NA,"No","SPL_NE_>100",NA,NA,"Nebraska Sand Hills","IVnat","PLNLOW NATURAL",1097.9,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","SPL",NA,NA,10,10150004,"Secchi_Samp","NATURAL",NA,2.198023543,"Steverson Lake",42.4048448,-101.7024805,NA,"0.06081946","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IV","Great Plains Grass and Shrublands","Yes",NA,NA,"Panel_1",12.39574206,"Yes","Yes",NA,NA,10150004001522,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","YES","TRASH","No",NA,"YES","PROB_Lake","04:>100-500 ha",2.358584436,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NE","Nebraska",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",44,NA,NA,NA,4.160811284,"NE",16.2838239,-466125.0456,563391.006
"NLA06608-0045",NA,NA,"No","(20,50]",28.83819816,NA,NA,NA,NA,NA,NA,"AMELIA",8606221,NA,NA,NA,"No","SAP_VA_(20,50]",NA,NA,"Piedmont","IX","EHIGH MAN-MADE",65.73,"Region_3",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,2,2080207,"Secchi_Samp","MAN-MADE",NA,0.288381982,"Beaver Pond",37.29320486,-77.88986113,NA,"0.027186658","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaver Pond","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",4.086368816,"Yes","Yes",NA,NA,2080207002542,"B","N","E. Highlands: Cold northern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",2.146587364,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"VA","Virginia",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",45,NA,NA,NA,18.68349386,"VA",36.42865445,1580730.778,127899.8357
"NLA06608-0048",NA,NA,"No","(4,10]",5.61794831,NA,NA,NA,NA,NA,NA,"MISSISSIPPI",7468652,NA,NA,NA,"No","(4,10]",NA,NA,"Mississippi Alluvial Plain","CPL","PLNLOW NATURAL",92.55,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,8,8020201,"Secchi_Samp","NATURAL",NA,0.056179483,"Nolen Blue Hole",36.7872968,-89.17572548,NA,"0.001312891","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nolen Blue Hole","Yes","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","Yes",NA,NA,"Panel_1",1.079810471,"Yes","Yes",NA,NA,8010100001079,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","YES","SO-SO","No",NA,"YES","PROB_Lake","01: <10 ha",1.285149741,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MO","Missouri",NA,NA,NA,"Target_Sampled","Do_Field","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",73,NA,NA,NA,200.6912525,"MO",754.345388,602824.8757,-58208.54858
"NLA06608-0049",NA,NA,"No","(10,20]",12.89054746,NA,NA,NA,NA,NA,NA,"BAKER",24197086,NA,NA,NA,"No","WMT_OR_(10,20]",NA,NA,"Blue Mountains","II","WMTNS MAN-MADE",2107.88,"Region_10",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,17,17050201,"Secchi_Samp","MAN-MADE",NA,0.128905475,"Clear Creek Reservoir",45.06232667,-117.1533553,NA,"0.013494493","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",1.95649328,"No","Yes",NA,NA,17050201000974,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs",NA,"SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.537226093,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"OR","Oregon",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",11,NA,NA,NA,16.39814678,"OR",73.39092627,-1650430.897,1030315.668
"NLA06608-0050",NA,NA,"No","(10,20]",11.97907093,NA,NA,NA,NA,NA,NA,"MERRIMACK",6760504,NA,NA,NA,"No","NAP_NH_(10,20]",NA,NA,"Northeastern Highlands","VIII","EHIGH NATURAL",196.17,"Region_1",NA,NA,"No",NA,NA,"EHIGH","NAP",NA,NA,1,1070003,"Secchi_Samp","NATURAL",NA,0.119790709,"Adder Pond",43.44601793,-71.80868659,NA,"0.008876778","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adder Pond","Yes","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","Yes",NA,NA,"Panel_1",1.372465095,"Yes","Yes",NA,NA,1070003001276,"B","Y","E. Highlands: Cold northern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.118625739,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NH","New Hampshire",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",58,NA,NA,NA,83.28595282,"NH",111.569018,1928012.235,912451.0225
"NLA06608-0053",NA,NA,"No",">100",470.73915,NA,NA,NA,NA,NA,NA,"ESSEX",15447630,NA,NA,NA,"No","NESLake",NA,NA,"Eastern Great Lakes and Hudson Lowlands","VII","EHIGH NATURAL",28.85,"Region_2",NA,NA,"No",NA,NA,"EHIGH","NAP",NA,NA,2,2010001,"Secchi_Samp","NATURAL",NA,4.709098,"South Bay Lake Champlain",43.55819295,-73.43960723,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","5001",NA,"Lake Champlain","Yes","VII","Mostly Glaciated Dairy Region","Yes",NA,NA,"Panel_1",23.455266,"Yes","Yes",NA,NA,2010008000737,"B","N","E. Highlands: Cold northern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","06:>5000 ha",3.049064182,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NY","New York",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",83,NA,NA,NA,8.418311244,"NY",7.833853361,1797627.812,892625.6786
"NLA06608-0057",NA,NA,"No","(50,100]",53.02839363,NA,NA,NA,NA,NA,NA,"UNION",9203425,NA,NA,NA,"No","SAP_NC_(50,100]",NA,NA,"Piedmont","IX","EHIGH MAN-MADE",149.57,"Region_4",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,3,3040105,"Secchi_Samp","MAN-MADE",NA,0.530283936,"Lake Lee",34.96189211,-80.51686138,NA,"0.064924794","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lake Lee","Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",9.688983502,"Yes","Yes",NA,NA,3040105001100,"A","N","E. Highlands: Large, warm, and deep reservoirs","YES","TRASH","No",NA,"YES","PROB_Lake","03:>50-100 ha",3.753349865,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NC","North Carolina",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",45,NA,NA,NA,11.56487147,"NC",15.25416276,1395989.468,-170277.1621
"NLA06608-0061",NA,NA,"No",">100",572.3287327,NA,NA,NA,NA,NA,NA,"MOHAVE",21383092,NA,NA,NA,"No","XER_AZ_>100",NA,NA,"Sonoran Basin and Range","III","WMTNS MAN-MADE",335,"Region_9",NA,NA,"No",NA,NA,"WMTNS","XER",NA,NA,15,15030204,"Secchi_Samp","MAN-MADE",NA,5.723287327,"Alamo",34.24558153,-113.5793644,NA,"0.213135881","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","III","Xeric West","Yes",NA,NA,"Panel_1",23.93314962,"Yes","Yes",NA,NA,15030204000727,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",2.822098378,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"AZ","Arizona",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",81,NA,NA,NA,1.201463105,"AZ",4.646675938,-1597693.794,-216165.2726
"NLA06608-0062",NA,NA,NA,"(50,100]",54.29856165,NA,NA,NA,NA,NA,NA,"KIDDER",14679012,NA,NA,NA,NA,"NPL_ND_(50,100]",NA,NA,"Northwestern Glaciated Plains","V","PLNLOW NATURAL",562.29,"Region_8",NA,NA,NA,NA,NA,"PLNLOW","NPL",NA,NA,10,10130103,"Secchi_Samp","NATURAL",NA,0.542985616,"(Unnamed Lake)",47.32067994,-99.74629427,NA,"0.044741928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V","South Central Cultivated Great Plains",NA,NA,NA,"Panel_1",2.944960258,NA,NA,NA,NA,10130103003832,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","YES","SO-SO",NA,NA,"YES","PROB_Lake","03:>50-100 ha",1.127406005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","North Dakota",NA,NA,NA,"Target_Sampled","Do_Field","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",42,NA,NA,NA,19.94722145,"ND",22.1352412,-284772.9303,1101985.73
"NLA06608-0064",NA,NA,"No","(20,50]",25.20779145,NA,NA,NA,NA,NA,NA,"TOOLE",12337192,NA,NA,NA,"No","NPL_MT_(20,50]",NA,NA,"Northwestern Glaciated Plains","V","PLNLOW NATURAL",1208,"Region_8",NA,NA,"No",NA,NA,"PLNLOW","NPL",NA,NA,10,10050002,"Secchi_Samp","NATURAL",NA,0.252077914,"Fitzpatrick Lake",48.8940613,-112.1680165,NA,"0.039366136","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fitzpatrick Lake","Yes","V","South Central Cultivated Great Plains","Yes",NA,NA,"Panel_1",2.061268745,"Yes","Yes",NA,NA,10050002001029,"E","N","Plains and Lowlands: Higher-elevation, shallow lakes and reservoirs-northern central Plains","YES","TRASH","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.158143269,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MT","Montana",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",42,NA,NA,NA,5.441933591,"MT",25.15800295,-1194038.621,1371614.049
"NLA06608-0065",NA,NA,"No","(50,100]",89.52258877,NA,NA,NA,NA,NA,NA,"LINCOLN",22886879,NA,NA,NA,"No","WMT_MT_(50,100]",NA,NA,"Northern Rockies","II","WMTNS NATURAL",766.43,"Region_8",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,17,17010101,"Secchi_Samp","NATURAL",NA,0.895225888,"Sophie Lake",48.96243381,-115.116608,NA,"0.028208177","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sophie Lake","Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",7.365625253,"Yes","Yes",NA,NA,17010101002132,"F","N","Western Mountains: High-elevation, cold, deep northern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","03:>50-100 ha",2.196030517,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MT","Montana",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",15,NA,NA,NA,7.59453197,"MT",35.10944309,-1407582.443,1419361.348
"NLA06608-0066",NA,NA,"No",">100",1094.588775,NA,NA,NA,NA,NA,NA,"SOMERSET",3806779,NA,NA,NA,"No","SAP_PA_>100",NA,NA,"Central Appalachians","XI","EHIGH MAN-MADE",439.26,"Region_3",NA,NA,"No",NA,NA,"EHIGH","SAP",NA,NA,5,5020006,"Secchi_Samp","MAN-MADE",NA,10.94588775,"Youghiogheny River Lake",39.76851425,-79.38081778,NA,"0.046460431","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","XI","The Central and Eastern Forested Uplands","Yes",NA,NA,"Panel_1",59.92548558,"Yes","Yes",NA,NA,5020006001912,"A","Y","E. Highlands: Large, warm, and deep reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",5.109532133,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"PA","Pennsylvania",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"NO",69,NA,NA,NA,8.935850053,"PA",21.31649116,1403714.611,377305.6658
"NLA06608-0068",NA,NA,"No","(50,100]",50.09896936,NA,NA,NA,NA,NA,NA,"SAN MIGUEL",18377442,NA,NA,NA,"No","WMT_CO_(50,100]",NA,NA,"Southern Rockies","II","WMTNS MAN-MADE",2959.6,"Region_8",NA,NA,"No",NA,NA,"WMTNS","WMT",NA,NA,14,14030003,"Secchi_Samp","MAN-MADE",NA,0.500989694,"Trout Lake",37.82447614,-107.8853911,NA,"0.04653754","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","II","Western Forested Mountains","Yes",NA,NA,"Panel_1",3.228855235,"Yes","Yes",NA,NA,14030003000935,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","YES","SO-SO","No",NA,"YES","PROB_Lake","03:>50-100 ha",1.286853909,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"CO","Colorado",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",21,NA,NA,NA,9.171940265,"CO",21.28117139,-1033567.952,101081.9283
"NLA06608-0069",NA,NA,"No","(20,50]",24.47044676,NA,NA,NA,NA,NA,NA,"SEMINOLE",10994747,NA,NA,NA,"No","NESLake",NA,NA,"Southern Coastal Plain","CPL","PLNLOW NATURAL",11.26,"Region_4",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,3,3080101,"Secchi_Samp","NATURAL",NA,0.244704468,"Horseshoe Lake",28.63735951,-81.13759704,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","1219",NA,"Horseshoe Lake","Yes","XII","Southeastern Coastal Plain","Yes",NA,NA,"Panel_1",2.398919112,"Yes","Yes",NA,NA,3080101010010,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","YES","REF","No",NA,"YES","PROB_Lake","02:>10-50 ha",1.368011421,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"FL","Florida",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",75,NA,NA,NA,2.082890779,"FL",7.833853361,1450162.026,-874756.2226
"NLA06608-0071",NA,NA,"No",">100",460.2095294,NA,NA,NA,NA,NA,NA,"CONCORDIA",19367808,NA,NA,NA,"No","NESLake",NA,NA,"Mississippi Alluvial Plain","CPL","PLNLOW NATURAL",15.17,"Region_6",NA,NA,"No",NA,NA,"PLNLOW","CPL",NA,NA,8,8060100,"Secchi_Samp","NATURAL",NA,4.602095294,"Lake Concordia",31.66683993,-91.50916933,NA,"0.12642225","Yes",NA,NA,NA,NA,NA,NA,"NESLake","2209",NA,"Concordia, Lake","Yes","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","Yes",NA,NA,"Panel_1",30.10842622,"Yes","Yes",NA,NA,8040306000842,"D","N","Plains and Lowlands: Low-elevation shallow warm lakes and reservoirs-southern and Coastal Plain(s)","YES","TRASH","No",NA,"YES","PROB_Lake","04:>100-500 ha",3.959180663,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"LA","Louisiana",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"YES",73,NA,NA,NA,1.855043389,"LA",7.833853361,423924.5229,-642095.4486
"NLA06608-0072",NA,NA,NA,"(4,10]",9.127076417,NA,NA,NA,NA,NA,NA,"ERATH",2567126,NA,NA,NA,NA,"(4,10]",NA,NA,"Cross Timbers","IX","PLNLOW MAN-MADE",429.56,"Region_6",NA,NA,NA,NA,NA,"PLNLOW","SPL",NA,NA,12,12070201,"Secchi_Samp","MAN-MADE",NA,0.091270764,"NRCS Site #6",32.23766222,-98.40515204,NA,"0.001312891","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",1.325295227,"Yes","Yes",NA,NA,12070201001232,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","YES","TRASH",NA,NA,"YES","PROB_Lake","01: <10 ha",1.237490457,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"TX","Texas",NA,NA,NA,"Target_Sampled","Sampleable","Sampleable",NA,"Target_Sampled","NLALake","Target",NA,"NO",29,NA,NA,NA,210.5049403,"TX",754.345388,-225492.0206,-585665.68
"NLA06608-0073",NA,NA,"No",">100",152.2446927,NA,NA,NA,NA,NA,NA,"CHURCHILL",13068752,NA,NA,NA,"No","XER_NV_>100",NA,NA,"Central Basin and Range","III","WMTNS MAN-MADE",1216.87,"Region_9",NA,NA,"No",NA,NA,"WMTNS","XER",NA,NA,16,16050203,"Secchi_Samp","MAN-MADE",NA,1.522446927,"Soda Lake",39.52477029,-118.878391,NA,"0.149293336","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soda Lake","Yes","III","Xeric West","Yes",NA,NA,"Panel_1",4.905570351,"Yes","Yes",NA,NA,16050203001818,"G","N","Western Mountains: Moderate-elevation, large southern lakes and reservoirs","YES","TRASH","No",NA,"YES","PROB_Lake","04:>100-500 ha",1.121536715,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"NV","Nevada",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",13,NA,NA,NA,1.036696107,"NV",6.633741306,-1930079.703,460391.3012
"NLA06608-0076",NA,NA,"No",">100",3008.068118,NA,NA,NA,NA,NA,NA,"CLINTON",5108638,NA,NA,NA,"No","TPL_MO_>100",NA,NA,"Central Irregular Plains","IX","PLNLOW MAN-MADE",264.36,"Region_7",NA,NA,"No",NA,NA,"PLNLOW","TPL",NA,NA,10,10240012,"Secchi_Samp","MAN-MADE",NA,30.08068118,"Smithville",39.41441295,-94.49793062,NA,"0.045232698","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","IX","Southeastern Temperate Forested Plains and Hills","Yes",NA,NA,"Panel_1",176.162583,"Yes","Yes",NA,NA,10240012001379,"C","N","Plains and Lowlands: Low-elevation deep lakes and reservoirs-northern central Plains","YES","SO-SO","No",NA,"YES","PROB_Lake","05:>500-5000 ha",9.06076578,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"MO","Missouri",NA,NA,NA,"Target_Sampled","Sampleable",NA,NA,"Target_Sampled","NLALake","Target",NA,"YES",40,NA,NA,NA,5.825117208,"MO",21.89507638,128140.9161,215582.9641
