field,units,description,algaltoxins,atrazine,bentcond,benthic,bentmet,benttaxa,chla,condition,phab,phabmet,phytotaxa,profile,secchi,siteinfo,topsedhg,waterchem,zoopcond,zoopmets,zooptaxa
C_SMALLTREES,NA,"Canopy small trees (Trunk < 0.3 DBH)(0=0%, 1=<10%, 2=10-40%, 3=40-75%, 4=>75%)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C_SMALLTREES_DD,NA,percent cover by canopy small trees (Trunk < 0.3 DBH) in the draw down zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAL_INST_ID,NA,ID of calibration instrument,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAL_INST_MODEL,NA,Calibration instrument model,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAL_INST_OPERATOR,NA,Name of calibration instrument operator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CALAN_BIO,NA,Biomass of individuals within the copepod order Calanoidea (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_DEN,NA,Total density of individuals within the copepod order Calanoida (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_NAT_BIO,NA,Biomass of native individuals within the copepod order Calanoidea (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_NAT_NTAX,NA,Number of distinct native taxa within the copepod order Calanoida (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_NAT_PDEN,NA,Percent of total density represented by native individuals within the copepod order Calanoida (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_NTAX,NA,Number of distinct taxa within the copepod order Calanoida (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_PDEN,NA,Percent of total density represented by individuals within the copepod order Calanoida (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN_PTAX,NA,Percent of distinct taxa that are within the copepod order Calanoida  (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN300_BIO,NA,Biomass of individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN300_NAT_BIO,NA,Biomass of native individuals within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN300_NAT_NTAX,NA,Number of distinct native taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN300_NTAX,NA,Number of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALAN300_PTAX,NA,Percent of distinct taxa within the copepod order Calanoida in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CALCIUM_BATCH_ID,NA,Batch ID from lab for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_DATE_ANALYZED,NA,Date of sample analysis for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_FLAG,NA,Flag for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_HOLDING_TIME,NA,Sample holding time for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_LAB_FLAG,NA,Flag from laboratory for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_MDL,NA,Minimum detection limit of analyte for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_QA_FLAG,NA,QA flag associated with sample for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_RESULT,NA,Analyte value for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_RL,NA,Reporting limit for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALCIUM_UNITS,NA,Units for Calcium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALIBRATION_VERIFIED,NA,Calibration verified,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CANOPY,NA,Canopy type,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CANOPY_DD,NA,Canopy type in the draw down zone,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAT_UNIQUE,NA,Identifies the unique NLA survey design groups that require separate weight adjustments,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CH0712_CAT,NA,Unequal probability category used in change analysis for 2007-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CH0712_USE,NA,Include SITE_ID in change analysis for 2007-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CH0712_WGT,NA,Site weight for 2007-2012 change analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHEM_SAMPLE_ID,NA,Chemistry Sample ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHEM_SHIP_FLAG,NA,Chemistry Shipping Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHIRDOM1PIND,NA,% individuals in most abundant distinct Chironomidae taxon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRDOM3PIND,NA,% individuals in most abundant 3 distinct Chironomidae taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRDOM5PIND,NA,% individuals in most abundant 5 distinct Chironomidae taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRNIND,NA,Number of Chironomidae individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRNTAX,NA,No. of Chironomidae taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRPIND,NA,% Chironomidae individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIRPTAX,NA,% Chironomidae taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLA_COND,NA,"Condition for Chlorophyll a indicator, based on CHLX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHLL_BATCH_ID,NA,Batch ID from lab for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_DATE_ANALYZED,NA,Date of sample analysis for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_DATE_FILTERED,NA,Date sample filtered for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_DILUTION_FACTOR,NA,Dilution factor used in chlorophyll calculation for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_EXTRACT,ug/L,Chlorophyll a in laboratory extract (raw) for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_HOLDING_TIME,days,Sample holding time for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_LAB_COMMENT,NA,Laboratory comment for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_LAB_FLAG,NA,Flag from laboratory for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_MDL,ug/L,Minimum detection limit of analyte for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_QA_FLAG,NA,QA flag associated with sample for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_REC,NA,WHO chlorophyll-a concentration recreational risk condition class for littoral site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHLL_RESULT,ug/L,Analyte value for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_RL,ug/L,Reporting limit for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_SAMPLEVOL,mL,Volume of sample from field for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_UNITS,NA,Units for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLL_VOLUME_ADJUST,mL,Sample volume adjustment (for calculation) for Littoral chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLORIDE_BATCH_ID,NA,Batch ID from lab for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_DATE_ANALYZED,NA,Date of sample analysis for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_FLAG,NA,Flag for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_HOLDING_TIME,NA,Sample holding time for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_LAB_FLAG,NA,Flag from laboratory for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_MDL,NA,Minimum detection limit of analyte for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_QA_FLAG,NA,QA flag associated with sample for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_RESULT,NA,Analyte value for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_RL,NA,Reporting limit for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLORIDE_UNITS,NA,Units for Chloride ion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHLX_BATCH_ID,NA,Batch ID from lab for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_DATE_ANALYZED,NA,Date of sample analysis for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_DATE_FILTERED,NA,Date sample filtered for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_DILUTION_FACTOR,NA,Dilution factor used in chlorophyll calculation for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_EXTRACT,ug/L,Chlorophyll a in laboratory extract (raw) for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_HOLDING_TIME,days,Sample holding time for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_LAB_COMMENT,NA,Laboratory comment for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_LAB_FLAG,NA,Flag from laboratory for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_LAB_SAMPLE_ID,NA,Laboratory Sample ID for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_MDL,ug/L,Minimum detection limit of analyte for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_QA_FLAG,NA,QA flag associated with sample for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_REC,NA,WHO chlorophyll-a concentration recreational risk condition class for index site,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHLX_RESULT,ug/L,Analyte value for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_RL,ug/L,Reporting limit for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_SAMPLEVOL,mL,Volume of sample from field for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_UNITS,NA,Units for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLX_VOLUME_ADJUST,mL,Sample volume adjustment (for calculation) for X-site chlorophyll a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CLAD_DEN,NA,Density of individuals within the suborder Cladocera (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD_HERB_DEN,NA,Density of herbivorous cladocerans (suborder=CLADOCERA; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD_HERB300_BIO,NA,Percent biomass of herbivorous cladoceran individuals in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD_NAT_DEN,NA,Density of native individuals within the suborder Cladocera (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD_PRED300_PTAX,NA,Percent of distinct taxa that are predaceous cladocerans in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD_PT,NA,Cladocera metric score for zooplankton MMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLAD300_BIO,NA,Biomass of individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLAD300_NAT_BIO,NA,Biomass of native individuals within the suborder Cladocera in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CLADOCERA_SIZE,NA,Size group for cladocerans by taxon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLASS,NA,Class of taxon,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLEAR_TO_BOTTOM,NA,Lake clear to the bottom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CLMBNIND,NA,Number of climber individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLMBNTAX,NA,No. of Climbers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLMBPIND,NA,% Climbers individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLMBPTAX,NA,% Climbers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNGNIND,NA,Number of clinger individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNGNTAX,NA,No. of Clingers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNGPIND,NA,% Clingers individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLNGPTAX,NA,% Clingers taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTYNAME,NA,County name,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COARSE_DEN,NA,Density represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE_NAT_DEN,NA,Density represented by individuals of native larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE_NAT_PBIO,NA,Percent of total biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE_NAT_PTAX,NA,Percent of distinct larger-sized native taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE_PBIO,NA,Percent of total biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE_PTAX,NA,Percent of distinct larger-sized taxa (NET_SIZECLS_NEW=COARSE; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE300_BIO,NA,Biomass of individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE300_NAT_BIO,NA,Biomass of native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE300_NAT_PBIO,NA,Percent of biomass represented by native individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE)  in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COARSE300_PBIO,NA,Percent of biomass represented by individuals of larger-sized taxa (NET_SIZECLS_NEW=COARSE) in 300 count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COFININD,NA,Number of collector-filterers individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFINTAX,NA,No. of Collecter-filterer taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFIPIND,NA,% Collecter-filterer individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFIPTAX,NA,% Collecter-filterer taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFITRICNIND,NA,Number of collector-filterer Trichoptera individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFITRICNTAX,NA,No. of Collector-filterer Trichoptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFITRICPIND,NA,% Collector-filterer Trichoptera individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COFITRICPTAX,NA,% Collector-filterer Trichoptera taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COGANIND,NA,Number of collector-gatherers individuals in sample,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COGANTAX,NA,No. of Collecter-gatherer taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COGAPIND,NA,% Collecter-gatherer individuals,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COGAPTAX,NA,% Collecter-gatherer taxa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLLO_BIO,NA,Total biomass of individuals within the rotifer order Collothecaceae (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLLO_PBIO,NA,Percent of total biomass within the rotifer order Collothecaceae (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLLO_PIND,NA,Percent of total individuals within the rotifer order Collothecaceae (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLLO300_BIO,NA,Biomass represented by individuals of the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLLO300_PBIO,NA,Percent of biomass within the rotifer order Collothecaceae in the 300-count subsamples (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COLOR,NA,NLA 2007 Littoral substrate color,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
COLOR_BATCH_ID,NA,Batch ID from lab for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_DATE_ANALYZED,NA,Date of sample analysis for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_FLAG,NA,Flag for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_HOLDING_TIME,NA,Sample holding time for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_LAB_FLAG,NA,Flag from laboratory for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_MDL,NA,Minimum detection limit of analyte for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_QA_FLAG,NA,QA flag associated with sample for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_RESULT,NA,Analyte value for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_RL,NA,Reporting limit for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COLOR_UNITS,NA,Units for Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COMID2007,NA,NHD COMID from NLA 2007 sample frame (primary),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COMID2012,NA,NHD common identifier for NLA 2012 sampling frame,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COMIDS2007,NA,NHD COMIDs from NLA 2007 sample frame when multiple polygons from 2007 sample frame were combined for 2012 sample frame,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COMP_PT,NA,Composition metric score,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON_STD1_VALUE,NA,Conductivity standard 1 value,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_BATCH_ID,NA,Batch ID from lab for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_DATE_ANALYZED,NA,Date of sample analysis for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_FLAG,NA,Flag for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_HOLDING_TIME,NA,Sample holding time for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_LAB_FLAG,NA,Flag from laboratory for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_LAB_SAMPLE_ID,NA,Laboratory Sample ID for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_MDL,NA,Minimum detection limit of analyte for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_QA_FLAG,NA,QA flag associated with sample for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_QCS_DESC,NA,Conductivity quality control sample description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_QCS_MEASURED,uS/cm,Measurement for conductivity quality control sample,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_QCS_TRUE,uS/cm,True for conductivity quality control sample,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_RESULT,NA,Analyte value for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_RL,NA,Reporting limit for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COND_STD1_DESC,NA,Conductivity standard 1 description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_STD1_VALUE,NA,Conductivity standard 1 value,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_STD2_DESC,NA,Conductivity standard 2 description,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_STD2_VALUE,NA,Conductivity standard 2 value,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COND_UNITS,NA,Units for Conductivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CONDUCTIVITY,uS/cm,Conductivity for index profile,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COPE_DEN,NA,Density represented by individuals within the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_HERB_PBIO,NA,Percent biomass represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_HERB_PDEN,NA,Percent density represented by herbivorous copepods (order=COPEPODA; coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_HERB300_PBIO,NA,Percent of biomass represented by herbivorous copepods in 300-count subsampless (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_NAT_DEN,NA,Density represented by native individuals within the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_NAT_NTAX,NA,Number of distinct native taxa within the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_NAT_PIND,NA,Percent of native individuals within the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_NAT_PTAX,NA,Percent of distinct native taxa withinin the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_NTAX,NA,Number of distinct taxa within the subclass Copepoda (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COPE_OMNI_PTAX,NA,Percent distinct taxa that are omnivorous copepods (coarse and fine net samples combined),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
