"SAMPLE_TYPE","DATA_COLUMN","LEGAL_VALUES","RANGE_HIGH","RANGE_LOW","UNITS","filename_short","order","DESCRIPTION"
"CHLL","CHLL_DATE_ANALYZED","NA","NA","NA",NA,"chla",6,"Date of sample analysis for Littoral chlorophyll a"
"CHLL","CHLL_DATE_FILTERED","NA","NA","NA",NA,"chla",6,"Date sample filtered for Littoral chlorophyll a"
"CHLL","CHLL_SAMPLEVOL","NA","NA","NA","mL","chla",6,"Volume of sample from field for Littoral chlorophyll a"
"CHLL","CHLL_VOLUME_ADJUST","NA","NA","NA","mL","chla",6,"Sample volume adjustment (for calculation) for Littoral chlorophyll a"
"CHLL","CHLL_LAB_COMMENT","NA","NA","NA",NA,"chla",6,"Laboratory comment for Littoral chlorophyll a"
"CHLL","CHLL_DILUTION_FACTOR","NA","NA","NA","NONE","chla",6,"Dilution factor used in chlorophyll calculation for Littoral chlorophyll a"
"CHLL","CHLL_EXTRACT","NA","NA","NA","ug/L","chla",6,"Chlorophyll a in laboratory extract (raw) for Littoral chlorophyll a"
"CHLL","CHLL_HOLDING_TIME","NA","NA","NA","days","chla",6,"Sample holding time for Littoral chlorophyll a"
"CHLL","CHLL_LAB_FLAG","NA","NA","NA",NA,"chla",6,"Flag from laboratory for Littoral chlorophyll a"
"CHLL","CHLL_LAB_SAMPLE_ID","NA","NA","NA",NA,"chla",6,"Laboratory Sample ID for Littoral chlorophyll a"
"CHLL","CHLL_MDL","NA","NA","NA","ug/L","chla",6,"Minimum detection limit of analyte for Littoral chlorophyll a"
"CHLL","CHLL_QA_FLAG","NA","NA","NA",NA,"chla",6,"QA flag associated with sample for Littoral chlorophyll a"
"CHLL","CHLL_RESULT","NA","NA","NA","ug/L","chla",6,"Analyte value for Littoral chlorophyll a"
"CHLL","CHLL_RL","NA","NA","NA","ug/L","chla",6,"Reporting limit for Littoral chlorophyll a"
"CHLL","CHLL_UNITS","NA","NA","NA",NA,"chla",6,"Units for Littoral chlorophyll a"
"CHLL","CHLL_BATCH_ID","NA","NA","NA",NA,"chla",6,"Batch ID from lab for Littoral chlorophyll a"
"CHLX","CHLX_DATE_ANALYZED","NA","NA","NA",NA,"chla",6,"Date of sample analysis for X-site chlorophyll a"
"CHLX","CHLX_DATE_FILTERED","NA","NA","NA",NA,"chla",6,"Date sample filtered for X-site chlorophyll a"
"CHLX","CHLX_DILUTION_FACTOR","NA","NA","NA","NONE","chla",6,"Dilution factor used in chlorophyll calculation for X-site chlorophyll a"
"CHLX","CHLX_EXTRACT","NA","NA","NA","ug/L","chla",6,"Chlorophyll a in laboratory extract (raw) for X-site chlorophyll a"
"CHLX","CHLX_HOLDING_TIME","NA","NA","NA","days","chla",6,"Sample holding time for X-site chlorophyll a"
"CHLX","CHLX_LAB_FLAG","NA","NA","NA",NA,"chla",6,"Flag from laboratory for X-site chlorophyll a"
"CHLX","CHLX_LAB_SAMPLE_ID","NA","NA","NA",NA,"chla",6,"Laboratory Sample ID for X-site chlorophyll a"
"CHLX","CHLX_MDL","NA","NA","NA","ug/L","chla",6,"Minimum detection limit of analyte for X-site chlorophyll a"
"CHLX","CHLX_QA_FLAG","NA","NA","NA",NA,"chla",6,"QA flag associated with sample for X-site chlorophyll a"
"CHLX","CHLX_RESULT","NA","NA","NA","ug/L","chla",6,"Analyte value for X-site chlorophyll a"
"CHLX","CHLX_RL","NA","NA","NA","ug/L","chla",6,"Reporting limit for X-site chlorophyll a"
"CHLX","CHLX_SAMPLEVOL","NA","NA","NA","mL","chla",6,"Volume of sample from field for X-site chlorophyll a"
"CHLX","CHLX_VOLUME_ADJUST","NA","NA","NA","mL","chla",6,"Sample volume adjustment (for calculation) for X-site chlorophyll a"
"CHLX","CHLX_UNITS","NA","NA","NA",NA,"chla",6,"Units for X-site chlorophyll a"
"CHLX","CHLX_BATCH_ID","NA","NA","NA",NA,"chla",6,"Batch ID from lab for X-site chlorophyll a"
"CHLX","CHLX_LAB_COMMENT","NA","NA","NA",NA,"chla",6,"Laboratory comment for X-site chlorophyll a"
NA,"UID","NA","NA","NA",NA,"chla",6,"Unique site visit ID"
NA,"LAB","NA","NA","NA",NA,"chla",6,"Lab name"
NA,"ACID_CLS","Good|Fair-lowancdep|Poor-acidmine|Naturalorganicacid","NA","NA","NONE","condition",7,"Acidity condition class"
NA,"AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA","NA","condition",7,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
NA,"AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA","NA","condition",7,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
NA,"ATZ_DETECT","Detect|Non_detect|Not Assessed","NA","NA","NONE","condition",7,"Atrazine detection class"
NA,"ATZ_LOC04","Blw_04ppb|Abv_04ppb|Non_detect|Not Assessed","NA","NA","NONE","condition",7,"Atrazine condition class based on the 2012 EPA Level of Concern"
NA,"ATZ_LOC10","Blw_10ppb|Abv_10ppb|Non_detect|Not Assessed","NA","NA","NONE","condition",7,"Atrazine condition class based on the former EPA Level of Concern"
NA,"BENT_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Benthic macroinvertebrate MMI condition class "
NA,"CHLA_COND","NA","NA","NA","NA","condition",7,"Condition for Chlorophyll a indicator, based on CHLX"
NA,"CHLL_REC","Low|Moderate|High|Not Assessed|No Detect","NA","NA","NONE","condition",7,"WHO chlorophyll-a concentration recreational risk condition class for littoral site"
NA,"CHLX_REC","Low|Moderate|High|Not Assessed|No Detect","NA","NA","NONE","condition",7,"WHO chlorophyll-a concentration recreational risk condition class for index site"
NA,"CYNL_REC","Low|Moderate|High|Not Assessed|No Detect","NA","NA","NONE","condition",7,"WHO cyanobacteria cell density recreational risk condition classes for littoral site"
NA,"CYNX_REC","Low|Moderate|High|Not Assessed|No Detect","NA","NA","NONE","condition",7,"WHO cyanobacteria cell density recreational risk condition classes for index site"
NA,"DESIGN_YR","NA","NA","NA","NONE","condition",7,"Design year of site"
NA,"DIS_O2_CLS","High (>=5 Ppm)|Moderate (>3-<5 Ppm)|Low (<=3 Ppm)|Not Assessed","NA","NA","NONE","condition",7,"Dissolved oxygen condition class"
NA,"DRAWDOWN_COND","Small|Medium|Large|Not Assessed","NA","NA","NONE","condition",7,"Lake level drawdown exposure condition"
NA,"EPA_REG","NA","NA","NA","NA","condition",7,"EPA Region"
NA,"FS_EW","NA","NA","NA","NA","condition",7,"Eastern or western US Forest Service land"
NA,"INDEX_NLA","Y|N|","NA","NA","NA","condition",7,"Index visit for lake (used in population estimates).  For sites visited, VISIT_NO=1 is designated as the index visit (even if no samples were collected).  Blank= not assigned (sites not evaluated or not needed). Y=Index visit, N=Not index visit"
NA,"LAKE_ORIGIN","MAN-MADE|NATURAL|UNCERTAIN","NA","NA","NA","condition",7,"Lake origin based on codes used in NLA 2007:MAN-MADE=includes LAKE-ORIGIN12= MAN_MADE, MAN_MADE_AB, and RESERVOIR; NATURAL=includes LAKE_ORIGIN12=NATURAL and NATURAL_ENH; UNCERTAIN= Includes LAKE_ORIGIN12=UNCERTAIN"
NA,"LAKE_ORIGIN12","MAN_MADE|MAN_MADE_AB|NATURAL|NATURAL_ENH|RESERVOIR|UNCERTAIN","NA","NA","NA","condition",7,"Lake origin as determined during the 2012 site evaluation process, or from the sampling visit: MAN_MADE=Impoundment created by humans with current use for purpose of water storage, wildlife/fishing, and recreation.  Not used for active irrigation or power generation.  Includes lakes that were historically used for other purposes (e.g. mining pit pond, mill pond) but currently not a ‘working” impoundment; MAN_MADE_AB=Lakes have been abandoned from their man-made function for many decades (or a century).  These are still called  man-made but function 'naturally'; NATURAL=Naturally occurring impoundment; NATURAL_ENH=Lake was originally a natural open water shallow lake that has been ‘enhanced’ with flow diversions to form larger/deeper lake to support recreational uses; RESERVOIR=Man-made impoundment for hydropower, flood control, and/or active irrigation storage; UNCERTAIN=Origin could not be determined from either site evaluation or sampling visit"
NA,"LAT_DD83","NA","NA","NA","NA","condition",7,"Latitude (based on NAD83 datum) assigned to lake during site selection from NHD-based sample frame. Generally, but not always, represents centriod of lake polygon in NHD."
NA,"LITCVR_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Shallow water habitat condition class"
NA,"LITRIPCVR_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Lake habitat complexity condition class"
NA,"LON_DD83","NA","NA","NA","NA","condition",7,"Longitude (based on NAD83 datum) assigned to lake during site selection from NHD-based sample frame. Generally, but not always represents centriod of lake polygon in NHD."
NA,"MAJ_BASIN","NA","NA","NA","NA","condition",7,"Major USGS Hydrologic Basins derived from NHDPlus"
NA,"MICL_REC","No Detect|Low|Moderate|High|Not Assessed","NA","NA","NONE","condition",7,"WHO microcystin recreational risk condition class for littoral site"
NA,"MICX_DETECT","Detect|No Detect|Not Assessed","NA","NA","NONE","condition",7,"Microcystin detection for index site"
NA,"MICX_REC","No Detect|Low|Moderate|High|Not Assessed","NA","NA","NONE","condition",7,"WHO microcystin recreational risk condition class for index site"
NA,"MISS_BASIN","NA","NA","NA","NA","condition",7,"Within Mississippi basin, yes or no"
NA,"NTL_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Condition class based on total nitrogen"
NA,"OWN_TYPE","NA","NA","NA","NA","condition",7,"Federal Agency land ownership category based on most current spatial land records from federal agencies"
NA,"PTL_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Condition class based on total phosphorus"
NA,"RDIS_COND","Low|Medium|High|Not Assessed","NA","NA","NONE","condition",7,"Lakeshore disturbance condition class"
NA,"RVEG_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Riparian vegetation condition class"
NA,"SEDHG_MTH_TOP_COND","Low|Medium|High|Not Assessed","NA","NA","NONE","condition",7,"Sediment methylmercury condition class for top sediment sample"
NA,"SEDHG_TOT_BTM_COND","Low|Medium|High|Not Assessed","NA","NA","NONE","condition",7,"Sediment total mercury condition class for bottom sediment sample"
NA,"SEDHG_TOT_TOP_COND","Low|Medium|High|Not Assessed","NA","NA","NONE","condition",7,"Sediment total mercury condition class for top sediment sample"
NA,"SITE_ID","NA","NA","NA","NA","condition",7,"Identification code for site"
NA,"SIZE_CLASS","NA","NA","NA","NA","condition",7,"Lake area class"
NA,"STATUS","Target_Sampled|Target_Denied|Target_Inacc|Target_Other|Lake_LT_1ha|Lake_Saline|Lake_Shallow|Lake_Vegetated|Lake-Special_Purpose|Non_Target|Unknown","NA","NA","NA","condition",7,"Site status based on EVALSTAT and codes used for 2007 NLA, for use in national-scale population estimates: Target_Sampled=TargetSampled; Target_Denied=AccessDenied; Target_Inacc=Inaccessible-Barrier/Safety or Inaccessible-Effort; Target_Other=TargetOther.  Target lakes that wer not sampled.; Lake_LT_1 ha=Nontarget-TooSmall; Lake_Saline=Coastal_Saline; Lake_Shallow=Nontarget-TooShallow; Lake_Vegetated=Nontarget-Vegetated; Lake-Special_Purpose=Nontarget-NoRecAquatUse; Non_Target=Nontarget-Ephemeral or Nontarget-Other; Unknown=Lake was not evaluated or visited.  Generally applicable to additional State-specific sites that can be included in the national assessment."
NA,"TNT","Target|NonTarget|Target_Presumed|Uncertain|NotNeeded","NA","NA","NA","condition",7,"NLA target status assigned based on lake evaluation for use in national assessments. Target_Presumed= Assigned to lakes evaluated as target but were not sampled (e.g., access denials or physically inaccessible). Uncertain-Final target status cannot be determined because open water and depth criteria could not be evaluated. NotNeeded=Not needed for national level assessments (includes sites selected as part of individual state-level designs. Blank=represent errors or changes in design file, such as lakes selected &gt; 1 time or lakes whose polygons have been combined with other lakes."
NA,"TROPHIC_STATE","|OLIGOTROPHIC|MESOTROPHIC|EUTROPHIC|HYPEREUTROPHIC","NA","NA","NA","condition",7,"Trophic state (Oligotrophic/Mesotrophic/Eutrophic/Hypereutrophic)"
NA,"TROPHIC_STATE","Oligotrophic|Mesotrophic|Eutrophic|Hypereutrophic|Not Assessed","NA","NA","NONE","condition",7,"Trophic state (Oligotrophic/Mesotrophic/Eutrophic/Hypereutrophic)"
NA,"TURB_COND","NA","NA","NA","NA","condition",7,"Condition of site based on turbidity"
NA,"UID","NA","NA","NA","NONE","condition",7,"Unique identifier for sampling event"
NA,"VISIT_NO","|1|2","NA","NA","NA","condition",7,"Sequential number of visit to site"
NA,"WGT_ALL","NA","NA","NA","NA","condition",7,"Adjusted weight for site. To be used for NLA national population estimation"
NA,"WSA3_LO","NA","NA","NA","NONE","condition",7,"AGGR_ECO3_2015 region and lake origin combination"
NA,"WSA9_LO","NA","NA","NA","NONE","condition",7,"AGGR_ECO9_2015 region and lake origin combination"
NA,"XCOORD","NA","NA","NA","NA","condition",7,"x-coordinate from US Contiguous Albers Equal Area Conic projection EXCEPT Hawaii sites which are calculated from Hawaii Albers Equal Area Conic projection"
NA,"YCOORD","NA","NA","NA","NA","condition",7,"Longitude (based on NAD83 datum) assigned to lake during site selection from NHD-based sample frame. Generally, but not always represents centriod of lake polygon in NHD."
NA,"ZOOP_COND","Good|Fair|Poor|Not Assessed","NA","NA","NONE","condition",7,"Zooplankton MMI condition class"
"PHYTOPLANKTON","ALGAL_GROUP","BLUE-GREEN ALGAE|CRYPTOPHYTES|DIATOM|DINOFLAGELLATES|EUGLENOIDS|EUSTIGMATOPHYTES|GOLDEN ALGAE|GREEN ALGAE|YELLOW-GREEN ALGAE","NA","NA","None","phytotaxa",8,"Broad algal group, used in metric calculation"
"PHYTOPLANKTON","CLASS",NA,"NA","NA",NA,"phytotaxa",8,"Class of taxon"
"PHYTOPLANKTON","FAMILY",NA,"NA","NA",NA,"phytotaxa",8,"Family of taxon"
"PHYTOPLANKTON","GENUS",NA,"NA","NA",NA,"phytotaxa",8,"Genus of taxon"
"PHYTOPLANKTON","ORDER",NA,"NA","NA",NA,"phytotaxa",8,"Order of taxon"
"PHYTOPLANKTON","PHYLUM",NA,"NA","NA",NA,"phytotaxa",8,"Phylum of taxon"
"PHYTOPLANKTON","SPECIES",NA,"NA","NA",NA,"phytotaxa",8,"Species of taxon"
"PHYTOPLANKTON","TARGET_TAXON",NA,"NA","NA",NA,"phytotaxa",8,"Name of taxon at target taxon level"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"phytotaxa",8,"Publication Date"
NA,"TAXA_ID",NA,"NA","NA",NA,"phytotaxa",8,"Taxa ID number"
NA,"ASSEMBLAGE_NAME",NA,"NA","NA",NA,"phytotaxa",8,"Assemblage of taxon"
"CHEM","SAMPLE_DEPTH",NA,"10","0","m","secchi",9,"Depth of integrated sample"
"SECH","CLEAR_TO_BOTTOM","|Y|N","NA","NA",NA,"secchi",9,"Lake clear to the bottom"
"SECH","DISAPPEARS",NA,"10","0","m","secchi",9,"Depth at which secchi disk disappears"
"SECH","REAPPEARS",NA,"10","0","m","secchi",9,"Depth at which secchi disk reappears"
"DESIGN","AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA",NA,"secchi",9,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"DESIGN","AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA",NA,"secchi",9,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"DESIGN","STATE",NA,"NA","NA",NA,"secchi",9,"State lake is assigned to for sampling in NLA 2012"
"VERIF","DATE_COL",NA,"NA","NA","None","secchi",9,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"secchi",9,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"secchi",9,"Sequential number of visit to site"
NA,"UID",NA,"NA","NA",NA,"secchi",9,"Unique site visit ID"
NA,"ECO_BIO","CPL|EHIGH|PLAINS|UMW|WMTNS","NA","NA",NA,"secchi",9,"Bioregions"
NA,"SECCHI",NA,"NA","NA",NA,"secchi",9,"Secchi depth (m)"
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"secchi",9,"Publication Date"
NA,"YEAR",NA,"NA","NA",NA,"secchi",9,"Year"
"DESIGN","AGGR_ECO3_2015","EHIGH|PLNLOW|WMTNS","NA","NA",NA,"topsedhg",10,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions"
"DESIGN","AGGR_ECO9_2015","CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER","NA","NA",NA,"topsedhg",10,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions"
"DESIGN","STATE",NA,"NA","NA",NA,"topsedhg",10,"State lake is assigned to for sampling in NLA 2012"
"VERIF","DATE_COL",NA,"NA","NA","None","topsedhg",10,"Date of sample collection"
"VERIF","SITE_ID",NA,"NA","NA",NA,"topsedhg",10,"Identification code for site"
"VERIF","VISIT_NO","|1|2","NA","NA",NA,"topsedhg",10,"Sequential number of visit to site"
"SEDG","TOTALHG_RESULT",NA,"NA","NA",NA,"topsedhg",10,"Analyte value for bottom sediment mercury for Total Mercury"
"SEDG","TOTALHG_UNITS",NA,"NA","NA",NA,"topsedhg",10,"Units for Total Mercury"
"SEDG","TOTALHG_BATCH_ID",NA,"NA","NA",NA,"topsedhg",10,"Batch ID from lab for Total Mercury"
"SEDH","METHYLMERCURY_RESULT",NA,"NA","NA",NA,"topsedhg",10,"Analyte value for top sediment mercury for Methyl mercury"
"SEDH","METHYLMERCURY_UNITS",NA,"NA","NA",NA,"topsedhg",10,"Units for Methyl mercury"
"SEDH","METHYLMERCURY_BATCH_ID",NA,"NA","NA",NA,"topsedhg",10,"Batch ID from lab for Methyl mercury"
"SEDH","TOTALHG_RESULT",NA,"NA","NA",NA,"topsedhg",10,"Analyte value for top sediment mercury for Total Mercury"
"SEDH","TOTALHG_UNITS",NA,"NA","NA",NA,"topsedhg",10,"Units for Total Mercury"
"SEDH","TOTALHG_BATCH_ID",NA,"NA","NA",NA,"topsedhg",10,"Batch ID from lab for Total Mercury"
NA,"ECO_BIO",NA,"NA","NA",NA,"topsedhg",10,"Bioregions"
NA,"LAB",NA,"NA","NA",NA,"topsedhg",10,"Lab name "
NA,"PUBLICATION_DATE",NA,"NA","NA",NA,"topsedhg",10,"Publication Date"
NA,"SEDH_SAMPLE_ID",NA,"NA","NA",NA,"topsedhg",10,"Top Sediment sample ID"
NA,"UID",NA,"NA","NA",NA,"topsedhg",10,"Unique Site Visit ID"
"CHEM","ANC_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Acid Neutralizing Capacity"
"CHEM","ANC_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Acid Neutralizing Capacity"
"CHEM","ANC_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Acid Neutralizing Capacity"
"CHEM","ANC_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Acid Neutralizing Capacity"
"CHEM","ANC_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Acid Neutralizing Capacity"
"CHEM","ANC_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Acid Neutralizing Capacity"
"CHEM","ANC_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Acid Neutralizing Capacity"
"CHEM","ANC_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Acid Neutralizing Capacity"
"CHEM","ANC_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Acid Neutralizing Capacity"
"CHEM","COND_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Conductivity"
"CHEM","COND_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Conductivity"
"CHEM","COND_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Conductivity"
"CHEM","COND_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Conductivity"
"CHEM","COND_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Conductivity"
"CHEM","COND_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Conductivity"
"CHEM","COND_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Conductivity"
"CHEM","COND_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Conductivity"
"CHEM","COND_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Conductivity"
"CHEM","COND_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Conductivity"
"CHEM","COND_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Conductivity"
"CHEM","PH_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for pH"
"CHEM","PH_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for pH"
"CHEM","PH_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for pH"
"CHEM","PH_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for pH"
"CHEM","PH_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for pH"
"CHEM","PH_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for pH"
"CHEM","PH_UNITS","NA","NA","NA","NA","waterchem",11,"Units for pH"
"CHEM","PH_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for pH"
"CHEM","PH_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for pH"
"CHEM","TURB_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Turbidity"
"CHEM","TURB_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Turbidity"
"CHEM","TURB_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Turbidity"
"CHEM","TURB_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Turbidity"
"CHEM","TURB_RESULT","NA","NA","NA","NA","waterchem",11,"Analyte value for Turbidity"
"CHEM","TURB_RL","NA","NA","NA","NA","waterchem",11,"Reporting limit for Turbidity"
"CHEM","TURB_BATCH_ID","NA","NA","NA","NA","waterchem",11,"Batch ID from lab for Turbidity"
"CHEM","TURB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag for Turbidity"
"CHEM","TURB_UNITS","NA","NA","NA","NA","waterchem",11,"Units for Turbidity"
"CHEM","TURB_LAB_SAMPLE_ID","NA","NA","NA","NA","waterchem",11,"Laboratory Sample ID for Turbidity"
"CHEM","TURB_LAB_FLAG","NA","NA","NA","NA","waterchem",11,"Flag from laboratory for Turbidity"
"CHEM","COLOR_DATE_ANALYZED","NA","NA","NA","NA","waterchem",11,"Date of sample analysis for Color"
"CHEM","COLOR_HOLDING_TIME","NA","NA","NA","NA","waterchem",11,"Sample holding time for Color"
"CHEM","COLOR_MDL","NA","NA","NA","NA","waterchem",11,"Minimum detection limit of analyte for Color"
"CHEM","COLOR_QA_FLAG","NA","NA","NA","NA","waterchem",11,"QA flag associated with sample for Color"
