PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STATE,SAMPLE_TYPE,FORM_TYPE,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLAG_ASSESS,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_SCORE,MAN_STRING,MAN_TREATMENT,MBOAT_DENSITY,OUTLET_DAMS,PHOTOGRAPHS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,REVIEWED_BY_INITIAL,STUDYNAME,SWIMMABILITY,TROPHIC_STATE
8/23/2016,1000075,NLA12_MI-152,18-Jul-12,1,MI,ASSESS,eForms,M,,L,,L,,5,MLL,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,ELEVATION CHANGE,0.2,0.2,SPARSE,0-05,0-05,,,,,,,0,,,LOW,,,4,0-05,0-05,25-May,25-75,25-May,0-05,25-75,0-05,,,,,,1,L,,L,,GOOD,,,,M,,L,,4,,ML,RB,NLA,FAIR,MESOTROPHIC
8/23/2016,1000076,NLA12_MI-128,18-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-May,25-May,,,,,,,0,,,LOW,NONE,,3,0-05,0-05,75-100,0-05,25-75,75-100,25-May,0-05,,,,,,0,,,,,EXCELLENT,,L,,H,L,H,M,15,,LHLHM,MM,NLA,GOOD,MESOTROPHIC
8/23/2016,1000078,,,,,ASSESS,MISS,,,,,,,,MISSING,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,
8/23/2016,1000079,NLA12_MI-168,19-Jul-12,1,MI,ASSESS,eForms,H,,L,,L,,7,HLL,,3,FAIR,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,,,3,0-05,0-05,25-May,25-May,25-May,25-May,25-75,0-05,L,,,,,2,LL,,L,,FAIR,,,,L,L,L,L,7,M,LLLLM,RB,NLA,FAIR,HYPEREUTROPHIC
8/23/2016,1000080,NLA12_MI-112,19-Jul-12,1,MI,ASSESS,eForms,L,,,,,,4,LM,M,3,FAIR,,,DRAINAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-75,25-75,M,,,,,M,6,MM,,LOW,ARTIFICIAL,,3,0-05,0-05,75-100,0-05,25-75,75-100,25-May,25-75,,,L,,,1,L,,,,GOOD,L,L,,H,M,H,M,18,,LLHMHM,MM,NLA,GOOD,EUTROPHIC
8/23/2016,1000081,NLA12_MI-115,19-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,3,FAIR,,,SEEPAGE,,,,,,,,,0,,ZERO,,,MODERATE,0-05,25-75,M,,,,,M,9,MMM,M,HIGH,NONE,,2,0-05,25-75,75-100,0-05,25-75,25-75,25-May,25-May,,,,,,1,L,,L,,GOOD,,,,H,L,H,M,14,,HLHM,MM,NLA,GOOD,EUTROPHIC
8/23/2016,1000082,NLA12_WI-131,18-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-May,25-May,,,,,,,0,,,LOW,NONE,,4,0-05,25-May,25-May,25-75,25-May,25-May,25-75,25-75,L,,,,,2,LL,,L,,EXCELLENT,,,,L,,M,L,5,,LML,CC,NLA,GOOD,MESOTROPHIC
8/23/2016,1000083,NLA12_WI-154,16-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,4,EXCELLENT,,,SEEPAGE,,,,,,,,,0,,ZERO,,,SPARSE,25-May,0-05,,,,,,,0,,,RESTRICTED,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,,,,,,0,,,,,POOR,,L,,L,,L,L,4,,LLLL,,NLA,FAIR,OLIGOTROPHIC
8/23/2016,1000084,NLA12_NE-109,20-Jul-12,1,NE,ASSESS,eForms,,,,,,,1,L,L,3,FAIR,,,RESERVOIR,,,,,,,,,0,,ZERO,,,SPARSE,25-May,25-May,L,,,,,,1,L,,HIGH,ARTIFICIAL,,2,,,25-75,25-May,25-May,25-75,,25-May,,L,L,L,L,5,LLLLL,,L,,EXCELLENT,L,L,,M,L,M,L,10,,LLMLML,JPS,NLA,GOOD,EUTROPHIC
8/23/2016,1000085,NLA12_NE-103,19-Jul-12,1,NE,ASSESS,eForms,,,L,,L,,2,LL,,2,FAIR,,,RESERVOIR,,,,,,,,,0,,ELEVATION CHANGE,9,9,ABSENT,,,L,,,H,,,6,LH,,LOW,ARTIFICIAL,,1,,25-75,0-05,,25-75,25-May,25-May,25-May,,L,L,L,,5,LLLLL,L,L,,POOR,L,L,,L,L,L,L,7,L,LLLLLLL,JPS,NLA,FAIR,EUTROPHIC
8/23/2016,1000086,NLA12_NE-114,22-Jul-12,1,NE,ASSESS,eForms,,,,,L,,1,L,,3,FAIR,,,RESERVOIR,,,,,,,,,0,,ELEVATION CHANGE,3,3,ABSENT,,,L,,,M,,,4,LM,,HIGH,ARTIFICIAL,,2,,75-100,25-May,,25-May,25-May,0-05,0-05,,L,L,L,,5,LLLLL,L,L,,EXCELLENT,,L,,L,L,L,L,6,L,LLLLLL,JPS,NLA,FAIR,EUTROPHIC
8/23/2016,1000087,NLA12_WA-106,24-Jul-12,1,WA,ASSESS,eForms,,,,,L,,1,L,,2,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,HIGH,25-75,25-75,M,,L,L,,,5,MLL,,RESTRICTED,ARTIFICIAL,,2,0-05,0-05,0-05,25-75,25-75,0-05,25-May,25-May,L,,,L,,4,LLLL,L,L,,GOOD,,,,L,,L,M,5,,LLM,JH,NLA,UNSWIMMABLE,MESOTROPHIC
8/23/2016,1000088,NLA12_NE-104,23-Jul-12,1,NE,ASSESS,MISS,,,,,,,,MISSING,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,
8/23/2016,1000090,,,,,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,RESERVOIR,,,,,,,,,0,,ZERO,5,5,MODERATE,25-May,25-75,L,,,,,,1,L,,BANNED,ARTIFICIAL,,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-75,,,,,,0,,,,,GOOD,,,,L,,L,L,3,,LLL,KCM,NLA,FAIR,MESOTROPHIC
8/23/2016,1000091,NLA12_MI-117,24-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,SEEPAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-May,25-May,L,,,,,L,2,LL,,BANNED,NONE,,3,0-05,25-May,25-75,0-05,75-100,25-75,0-05,0-05,,,,,,0,,,,,GOOD,,,,M,L,H,L,10,,MLHL,MM,NLA,GOOD,MESOTROPHIC
8/23/2016,1000092,NLA12_MI-102,24-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,3,GOOD,,YES,DRAINAGE,M,,M,,,,,,6,MM,,,,SPARSE,0-05,0-05,,,,,,L,1,L,,LOW,NONE,,3,0-05,0-05,25-May,25-75,0-05,0-05,25-75,25-May,L,M,L,,,7,LMLLL,L,L,,EXCELLENT,L,L,,L,L,M,M,11,L,LLLLMML,RB,NLA,GOOD,MESOTROPHIC
8/23/2016,1000093,NLA12_NE-133,24-Jul-12,1,NE,ASSESS,MISS,,,,,,,,MISSING,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,
8/23/2016,1000094,NLA12_MI-110,25-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,YES,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,25-May,L,,,,,,1,L,,BANNED,NONE,,4,0-05,0-05,25-May,25-May,25-75,25-May,25-75,25-75,,,,,,0,,,,,GOOD,,,,M,,M,M,9,,MMM,MM,NLA,GOOD,MESOTROPHIC
8/23/2016,1000095,,,,,ASSESS,eForms,,,,,,,0,,,5,FAIR,,,DRAINAGE,,,,L,,,,,1,L,ZERO,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,25-May,,,,,,1,L,L,,,GOOD,,,,,,L,,1,,L,KCM,NLA,FAIR,OLIGOTROPHIC
8/23/2016,1000096,NLA12_MI-129,25-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,0-05,25-75,L,,,,,L,2,LL,,LOW,NONE,,3,0-05,0-05,75-100,25-75,25-75,25-75,25-75,25-May,,,,,,1,L,,L,,EXCELLENT,,L,,H,,H,L,12,,LHHL,RB,NLA,GOOD,MESOTROPHIC
8/23/2016,1000097,NLA12_VT-114,26-Jul-12,1,VT,ASSESS,eForms,,,,,,,0,,,5,GOOD,,,DRAINAGE,,,,,,,,,0,,ELEVATION CHANGE,3.3,3.3,SPARSE,0-05,0-05,,,,M,,,3,M,,LOW,ARTIFICIAL,,4,0-05,0-05,25-May,75-100,0-05,0-05,0-05,25-May,,,,,,1,L,L,,,EXCELLENT,,,,L,,L,L,3,,LLL,KCM,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000098,NLA12_MI-123,26-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,ZERO,,,MODERATE,0-05,25-May,,,,,,,0,,,LOW,NONE,,4,0-05,0-05,0-05,0-05,25-May,0-05,0-05,75-100,,,,,,0,,,,,GOOD,,,,L,,L,L,3,,LLL,MM,NLA,FAIR,MESOTROPHIC
8/23/2016,1000099,NLA12_MI-161,26-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,3,FAIR,,,DRAINAGE,L,,,,,,,,1,L,,,,MODERATE,0-05,25-May,L,,,,,M,4,LM,,LOW,NONE,,2,0-05,0-05,75-100,25-75,25-75,75-100,25-75,25-May,,,L,,L,3,LLL,,L,,EXCELLENT,L,,,H,,H,H,16,,LHHH,RB,NLA,GOOD,EUTROPHIC
8/23/2016,1000100,NLA12_WI-166,26-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,4,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,75-100,75-100,L,,,,,,1,L,,LOW,,,5,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,H,,,,,6,HL,,L,,EXCELLENT,,,,,,,,1,L,L,PG,NLA,UNSWIMMABLE,EUTROPHIC
8/23/2016,1000101,NLA12_MI-165,27-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,MODERATE,25-May,25-May,,,,,,,0,,,RESTRICTED,,,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,,,,,,0,,,,,GOOD,,,,,,L,L,2,,LL,RB,NLA,GOOD,MESOTROPHIC
8/23/2016,1000102,,,,,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,L,,,,,1,L,ZERO,,,SPARSE,0-05,25-May,,,,,,,0,,,RESTRICTED,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,75-100,,,,,,0,,,,,GOOD,,,,,,L,L,2,,LL,KCM,NLA,UNSWIMMABLE,OLIGOTROPHIC
8/23/2016,1000103,NLA12_MI-162,30-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,25-May,L,,L,,,,2,LL,,LOW,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,25-May,0-05,,,,L,,2,LL,,L,,EXCELLENT,,,,,,,L,1,,L,MM,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000104,,,,,ASSESS,eForms,,,L,,L,,2,LL,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,HIGH,25-75,25-75,,,,,,,0,,,LOW,NONE,,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-75,,,L,,,1,L,,,,GOOD,L,L,,L,,L,,4,,LLLL,KCM,NLA,FAIR,MESOTROPHIC
8/23/2016,1000105,NLA12_MI-132,31-Jul-12,1,MI,ASSESS,eForms,,,L,,L,,2,LL,,3,GOOD,,YES,SEEPAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-May,25-75,L,,,,,,1,L,,LOW,NONE,,4,25-May,0-05,25-May,25-75,0-05,0-05,25-May,0-05,,,,,,1,L,,L,,GOOD,,,,L,,L,L,3,,LLL,MM,NLA,FAIR,EUTROPHIC
8/23/2016,1000106,NLA12_MI-118,31-Jul-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,25-May,,,,,,,0,,,LOW,,,4,0-05,0-05,25-May,75-100,0-05,0-05,25-75,0-05,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,RB,NLA,,MESOTROPHIC
8/23/2016,1000107,NLA12_WA-107,31-Jul-12,1,WA,ASSESS,eForms,,,,,,,0,,,3,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,SPARSE,0-05,25-May,L,,,L,,,2,LL,,LOW,ARTIFICIAL,,3,0-05,25-May,0-05,25-75,25-May,0-05,25-May,25-May,,,L,,,3,LLL,L,L,,GOOD,L,,,L,,M,M,8,,LLMM,JH,NLA,GOOD,EUTROPHIC
8/23/2016,1000108,NLA12_WI-112,19-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,3,FAIR,,,DRAINAGE,,,,,,,,,0,,ZERO,,,MODERATE,25-May,25-75,,,,,,,0,,,RESTRICTED,NONE,,3,0-05,0-05,0-05,25-May,0-05,25-May,0-05,25-75,,,,,,1,L,,L,,FAIR,,,,L,,M,L,5,,LML,CC,NLA,FAIR,MESOTROPHIC
8/23/2016,1000109,NLA12_WI-108,30-Jul-12,1,WI,ASSESS,eForms,L,,,,,,1,L,,2,FAIR,,,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,25-May,,,,,,,0,,,HIGH,ARTIFICIAL,,3,25-May,0-05,25-75,25-May,25-75,25-75,25-May,25-May,M,L,,,L,6,MLLL,,L,,GOOD,,L,,M,,M,L,8,,LMML,PG,NLA,FAIR,EUTROPHIC
8/23/2016,1000110,NLA12_VT-101,1-Aug-12,2,VT,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,L,,,,,1,L,ELEVATION CHANGE,5,5,MODERATE,0-05,25-May,,,,,,,0,,,LOW,ARTIFICIAL,,4,0-05,25-May,25-75,25-75,25-May,25-75,0-05,25-May,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,KCM,NLA,GOOD,MESOTROPHIC
8/23/2016,1000111,NLA12_MI-169,1-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,75-100,25-May,,,,,,,0,,,LOW,,,5,0-05,0-05,0-05,75-100,0-05,0-05,25-75,25-75,,,,,,1,L,L,,,GOOD,,,,L,,L,L,3,,LLL,RB,NLA,FAIR,MESOTROPHIC
8/23/2016,1000112,NLA12_MI-148,1-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,RESERVOIR,,,,,M,,,,3,M,ZERO,,,MODERATE,0-05,25-75,L,,,M,,,4,LM,,LOW,ARTIFICIAL,,5,0-05,0-05,0-05,75-100,25-May,0-05,25-May,25-May,,,,L,,1,L,,,,EXCELLENT,,,,,,,L,1,,L,MM,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000113,NLA12_WA-129,1-Aug-12,1,WA,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,0-05,25-75,,,L,,,,1,L,,LOW,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,,,,,,2,LL,L,L,,EXCELLENT,,,,,,,L,1,,L,JH,NLA,FAIR,MESOTROPHIC
8/23/2016,1000115,NLA12_WI-155,1-Aug-12,1,WI,ASSESS,eForms,,,,,,,0,,,1,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,HIGH,25-75,75-100,,,,,,,0,,,RESTRICTED,NONE,,4,,0-05,0-05,25-75,25-May,0-05,25-May,25-75,L,,,,,1,L,,,,POOR,,,,L,,L,L,3,,LLL,CC,NLA,UNSWIMMABLE,EUTROPHIC
8/23/2016,1000116,NLA12_WI-103,1-Aug-12,1,WI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,MODERATE,0-05,25-May,L,,,L,,,2,LL,,LOW,,,3,0-05,25-May,25-75,25-May,25-75,25-75,25-May,25-May,L,,L,,,3,LLL,,L,,EXCELLENT,,,,M,,M,L,7,,MML,PG,NLA,GOOD,MESOTROPHIC
8/23/2016,1000117,NLA12_MI-137,2-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,3,FAIR,,,SEEPAGE,,L,,M,,,,,4,LM,ZERO,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,NONE,,5,0-05,25-May,0-05,75-100,25-75,0-05,25-75,25-May,,,,,,1,L,L,,,FAIR,,,,,,,L,1,,L,RB,NLA,FAIR,MESOTROPHIC
8/23/2016,1000118,NLA12_WI-151,31-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,25-May,25-May,,,,,,,0,,,RESTRICTED,NONE,,5,,0-05,0-05,75-100,25-May,0-05,25-75,75-100,,,,,,0,,,,,EXCELLENT,,,,L,,L,,2,,LL,CC,NLA,GOOD,MESOTROPHIC
8/23/2016,1000119,NLA12_WI-127,2-Aug-12,1,WI,ASSESS,eForms,L,,,,,,1,L,,1,GOOD,,,RESERVOIR,,L,,,,,,,1,L,,,,,0-05,,,,,,,,0,,,,ARTIFICIAL,,4,0-05,0-05,,25-May,25-May,,25-May,25-May,L,,,,,4,LM,M,,,POOR,,,,,L,,,1,,L,CC,NLA,UNSWIMMABLE,EUTROPHIC
8/23/2016,1000120,NLA12_MI-164,3-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,2,POOR,,YES,SEEPAGE,,,,,,,,,0,,ELEVATION CHANGE,1,1,SPARSE,25-May,0-05,,,,,,,0,,,LOW,,,4,0-05,25-75,0-05,75-100,0-05,0-05,25-May,0-05,,,,,,2,LL,L,L,,POOR,,,,,,L,L,2,,LL,RB,NLA,UNSWIMMABLE,MESOTROPHIC
8/23/2016,1000121,NLA12_WI-104,17-Jul-12,1,WI,ASSESS,eForms,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,L,,,L,,L,L,9,H,LLLLH,CC,NLA,,
8/23/2016,1000122,NLA12_ID-143,6-Aug-12,1,ID,ASSESS,eForms,,,H,,,,5,H,,3,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,0-05,25-75,,,,,,,0,,,LOW,ARTIFICIAL,,2,25-75,25-May,0-05,0-05,25-May,0-05,25-75,0-05,,,,L,,2,LL,,L,,FAIR,,,,,,,L,1,,L,CF,NLA,FAIR,MESOTROPHIC
8/23/2016,1000123,NLA12_MI-116,7-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,4,GOOD,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,,,,,,,0,,,LOW,,,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-75,,,,,,0,,,,,GOOD,,,,L,,L,L,3,,LLL,RB,NLA,GOOD,MESOTROPHIC
8/23/2016,1000124,,,,,ASSESS,eForms,,,,,,,0,,,4,,,,DRAINAGE,,,,,,,,,0,,ZERO,,,HIGH,0-05,25-75,,,,,,M,3,M,,RESTRICTED,NONE,,4,0-05,0-05,25-75,25-75,25-May,25-May,0-05,0-05,,,,,,0,,,,,,,,,L,,L,L,3,,LLL,KCM,NLA,GOOD,
8/23/2016,1000125,,,,,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,1.5,1.5,MODERATE,,25-May,,,,,,,0,,,HIGH,ARTIFICIAL,,4,0-05,0-05,25-75,25-75,25-May,25-May,0-05,25-May,,L,L,L,,4,LLLL,L,,,EXCELLENT,,,,L,,L,L,3,,LLL,KCM,NLA,GOOD,MESOTROPHIC
8/23/2016,1000126,NLA12_ID-216,7-Aug-12,1,ID,ASSESS,eForms,,,M,,M,,9,MMM,M,2,GOOD,,,RESERVOIR,,,,,,,,,0,,,,,ABSENT,0-05,0-05,,,,H,,,5,H,,LOW,ARTIFICIAL,,4,0-05,75-100,0-05,0-05,25-May,0-05,0-05,0-05,,,,,,1,L,,L,,POOR,,,,,L,,L,2,,LL,ZC,NLA,FAIR,MESOTROPHIC
8/23/2016,1000127,NLA12_WI-129,7-Aug-12,1,WI,ASSESS,eForms,L,,,,L,,2,LL,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,ZERO,,,HIGH,75-100,0-05,,,,,,,0,,,HIGH,NONE,,5,0-05,0-05,0-05,0-05,25-75,0-05,25-75,0-05,L,,,,,2,LL,L,,,GOOD,,L,,L,,,L,3,,LLL,CC,NLA,UNSWIMMABLE,EUTROPHIC
8/23/2016,1000130,NLA12_NH-115,7-Aug-12,1,NH,ASSESS,eForms,,,L,,,,1,L,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,,,,SPARSE,0-05,25-May,,,,,,,0,,,RESTRICTED,NATURAL,,5,0-05,0-05,0-05,25-75,0-05,0-05,25-75,25-May,,,,,,0,,,,,EXCELLENT,,,,L,,L,L,3,,LLL,SA,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000131,,,,,ASSESS,eForms,,,,,,,0,,,4,EXCELLENT,,,RESERVOIR,,,,,,,,,0,,ZERO,15,15,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,ARTIFICIAL,,4,0-05,0-05,25-May,75-100,0-05,0-05,25-May,0-05,,,,M,,3,M,,,,EXCELLENT,,,,L,,L,,2,,LL,KCM,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000132,NLA12_MI-141,8-Aug-12,1,MI,ASSESS,eForms,,,,,,,0,,,5,GOOD,,,SEEPAGE,,L,,,,,,,1,L,,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,NONE,,5,0-05,0-05,0-05,75-100,0-05,0-05,75-100,25-May,,,,,,1,L,L,,,FAIR,,,,,,,L,1,,L,RB,NLA,GOOD,OLIGOTROPHIC
8/23/2016,1000134,NLA12_WA-131,8-Aug-12,1,WA,ASSESS,eForms,M,,L,,M,,10,MLMM,M,2,FAIR,,,RESERVOIR,,,,,,,,,0,,,,,MODERATE,25-May,25-75,,,,,,,0,,,LOW,ARTIFICIAL,,2,25-75,0-05,0-05,0-05,25-75,0-05,25-May,25-May,,,,,,1,L,,L,,FAIR,,,,,,L,L,2,,LL,JH,NLA,UNSWIMMABLE,MESOTROPHIC
8/23/2016,1000135,NLA12_WI-107,8-Aug-12,1,WI,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,,DRAINAGE,,,,,,,,,0,,ZERO,,,SPARSE,0-05,25-May,,,,,,,0,,,HIGH,NONE,,3,0-05,0-05,25-75,25-May,25-75,25-75,25-May,25-75,,,,,,1,L,,L,,EXCELLENT,,,,M,,H,,8,,MH,CC,NLA,GOOD,MESOTROPHIC
8/23/2016,1000136,NLA12_WA-111,9-Aug-12,1,WA,ASSESS,eForms,,,,,,,0,,,5,FAIR,,,SEEPAGE,,,,,,,,,0,,,,,SPARSE,0-05,0-05,L,,,,,,1,L,,LOW,NONE,,3,0-05,0-05,25-May,0-05,25-May,0-05,25-May,25-May,,M,M,,L,8,MMLL,,L,,EXCELLENT,,L,,M,,M,M,10,,LMMM,JH,NLA,GOOD,MESOTROPHIC
8/23/2016,1000137,NLA12_ID-214,8-Aug-12,1,ID,ASSESS,eForms,,,,,,,1,L,L,3,FAIR,,,RESERVOIR,,L,,,,,,,1,L,ELEVATION CHANGE,25,25,ABSENT,0-05,0-05,L,,,M,,,4,LM,,LOW,ARTIFICIAL,,3,0-05,25-75,0-05,0-05,25-75,0-05,25-75,0-05,,,,,,2,LL,L,L,,FAIR,,,,,L,,L,2,,LL,CW,NLA,FAIR,OLIGOTROPHIC
8/23/2016,1000138,NLA12_WI-120,9-Aug-12,1,WI,ASSESS,eForms,,,,,,,0,,,1,POOR,,,RESERVOIR,,,,,,H,,,5,H,,,,,0-05,,,,,,,,0,,,BANNED,,,1,,25-May,,,75-100,,0-05,0-05,,,L,,,6,LH,,H,,POOR,,,H,H,H,H,H,25,,HHHHH,CC,NLA,UNSWIMMABLE,EUTROPHIC
8/23/2016,1000139,,,,,ASSESS,eForms,,,,,,,0,,,5,EXCELLENT,,YES,SEEPAGE,,,,L,,,,,1,L,ZERO,,,SPARSE,0-05,0-05,,,,,,,0,,,RESTRICTED,NONE,,4,0-05,0-05,0-05,75-100,0-05,0-05,75-100,75-100,,,,,,1,L,L,,,GOOD,,,,L,,L,,2,,LL,KCM,NLA,FAIR,OLIGOTROPHIC
8/23/2016,1000141,NLA12_VT-115,13-Aug-12,1,VT,ASSESS,eForms,,,,,L,,1,L,,4,EXCELLENT,,,DRAINAGE,,,,L,,,,,1,L,ZERO,,,HIGH,25-75,25-75,,,,,,,0,,,RESTRICTED,NONE,,4,0-05,0-05,0-05,25-May,0-05,0-05,25-75,75-100,,,,,,0,,,,,GOOD,,,,L,,L,L,3,,LLL,KCM,NLA,FAIR,MESOTROPHIC
8/23/2016,1000144,NLA12_WI-128,25-Jul-12,1,WI,ASSESS,MISS,,,,,,,,MISSING,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,MISSING,,,,
