"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","BENT_COND","MMI_BENT_NLA12","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","TOTLNIND","PUBLICATION_DATE"
2008204,"NLA06608-1210",2007,1,"8/15/2007","PLAINS","PLNLOW","NPL","Poor",26.7,6.16,0,1.76,5.24,2,0.85,300,"8/23/2016"
2008207,"NLA06608-1217",2007,1,"7/24/2007","WMTNS","WMTNS","WMT","Fair",48.3,4.56,9.21,4,4.29,4.29,2.66,300,"8/23/2016"
2008208,"NLA06608-1219",2007,1,"8/20/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,28,"8/23/2016"
2008209,"NLA06608-1220",2007,1,"7/11/2007","CPL","PLNLOW","CPL","Fair",50.5,2.6,4.2,6.47,8,4.29,4.77,300,"8/23/2016"
2008210,"NLA06608-1222",2007,1,"7/31/2007","CPL","PLNLOW","CPL","Good",66.3,2.66,7.97,7.06,10,5.71,6.38,300,"8/23/2016"
2008211,"NLA06608-1223",2007,1,"7/24/2007","PLAINS","PLNLOW","TPL","Poor",21.8,1.63,0.35,4.12,3.28,2,1.69,300,"8/23/2016"
2008212,"NLA06608-1224",2007,1,"7/12/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,8,"8/23/2016"
2008213,"NLA06608-1227",2007,1,"7/3/2007","PLAINS","PLNLOW","TPL","Good",52.9,2.99,3.97,7.06,5.8,6,5.93,300,"8/23/2016"
2008214,"NLA06608-1232",2007,1,"8/22/2007","PLAINS","PLNLOW","TPL","Good",78.3,6.5,5.54,10,10,10,4.92,300,"8/23/2016"
2008215,"NLA06608-1236",2007,1,"8/16/2007","PLAINS","PLNLOW","SPL","Good",43.2,10,0,1.18,10,4,0.75,203,"8/23/2016"
2008216,"NLA06608-1238",2007,1,"8/16/2007","EHIGH","EHIGH","NAP","Fair",48.8,7.21,5.67,5.26,4.44,4.17,2.5,300,"8/23/2016"
2008217,"NLA06608-1239",2007,1,"7/24/2007","UMW","PLNLOW","UMW","Good",59,9.8,7.36,3.54,2.73,10,1.98,300,"8/23/2016"
2008218,"NLA06608-1240",2007,1,"7/18/2007","PLAINS","PLNLOW","SPL","Fair",40.2,6.5,0.75,6.47,7.4,3,0,300,"8/23/2016"
2008219,"NLA06608-1241",2007,1,"6/23/2007","EHIGH","EHIGH","SAP","Poor",24.3,1.94,5.09,1.58,2.22,2.5,1.25,113,"8/23/2016"
2008221,"NLA06608-1243",2007,1,"8/7/2007","UMW","PLNLOW","UMW","Poor",39.9,6.25,6.51,4.17,0,6.67,0.32,300,"8/23/2016"
2008222,"NLA06608-1244",2007,1,"8/7/2007","PLAINS","PLNLOW","SPL","Fair",37.8,7.15,1.63,4.71,4.01,5,0.17,300,"8/23/2016"
2008223,"NLA06608-1245",2007,1,"6/29/2007","CPL","PLNLOW","CPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,55,"8/23/2016"
2008224,"NLA06608-1255",2007,1,"8/15/2007","PLAINS","PLNLOW","TPL","Poor",8.8,0,0,0,4.29,1,0,132,"8/23/2016"
2008225,"NLA06608-1256",2007,1,"7/17/2007","PLAINS","PLNLOW","TPL","Good",59.8,4.19,5.1,8.24,9.67,6,2.71,300,"8/23/2016"
2008226,"NLA06608-1258",2007,1,"8/22/2007","UMW","PLNLOW","UMW","Fair",46.5,7.05,5.87,3.61,3.64,6.67,1.05,300,"8/23/2016"
2008227,"NLA06608-1259",2007,1,"6/21/2007","WMTNS","WMTNS","WMT","Fair",51.3,10,2.08,10,4.29,0,4.44,300,"8/23/2016"
2008228,"NLA06608-1261",2007,1,"6/25/2007","WMTNS","WMTNS","XER","Poor",40.4,3.75,8.37,2,1.43,2.86,5.83,300,"8/23/2016"
2008229,"NLA06608-1262",2007,1,"7/9/2007","UMW","PLNLOW","UMW","Poor",35.7,1.04,2.31,9.58,1.82,6.67,0,300,"8/23/2016"
2008230,"NLA06608-1263",2007,1,"8/23/2007","EHIGH","EHIGH","SAP","Poor",32.9,4.71,2.39,2.63,6.67,3.33,0,300,"8/23/2016"
2008231,"NLA06608-1266",2007,1,"7/12/2007","WMTNS","WMTNS","XER","Poor",30.4,0,0,8,1.43,5.71,3.11,300,"8/23/2016"
2008232,"NLA06608-1268",2007,1,"7/17/2007","PLAINS","PLNLOW","TPL","Fair",35.3,3.2,1.54,5.29,5.61,4,1.53,300,"8/23/2016"
2008233,"NLA06608-1269",2007,1,"7/24/2007","WMTNS","WMTNS","XER","Fair",46,4.85,7.58,6,2.86,4.29,2.03,300,"8/23/2016"
2008234,"NLA06608-1270",2007,1,"8/30/2007","WMTNS","WMTNS","XER","Poor",41.1,0.98,7.53,4,2.86,2.86,6.43,300,"8/23/2016"
2008235,"NLA06608-1271",2007,1,"8/7/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,82,"8/23/2016"
2008236,"NLA06608-1273",2007,1,"9/7/2007","EHIGH","EHIGH","SAP","Poor",18,0.86,3.3,2.63,1.11,1.67,1.25,300,"8/23/2016"
2008237,"NLA06608-1274",2007,1,"8/1/2007","UMW","PLNLOW","UMW","Good",69.9,6.85,7.52,8.06,8.18,6.67,4.67,300,"8/23/2016"
2008239,"NLA06608-1279",2007,1,"8/26/2007","WMTNS","WMTNS","WMT","Fair",46.4,2.68,7.42,4,4.29,4.29,5.18,300,"8/23/2016"
2008240,"NLA06608-1281",2007,1,"7/18/2007","WMTNS","WMTNS","WMT","Good",66.6,4.22,7.3,8,5.71,5.71,9.03,300,"8/23/2016"
2008244,"NLA06608-1292",2007,1,"7/20/2007","PLAINS","PLNLOW","TPL","Poor",24.8,0,3.64,4.71,2.86,3,0.68,300,"8/23/2016"
2008245,"NLA06608-1295",2007,1,"7/12/2007","WMTNS","WMTNS","XER","Poor",31.6,6.73,1.97,6,1.43,2.86,0,300,"8/23/2016"
2008246,"NLA06608-1297",2007,1,"9/13/2007","WMTNS","WMTNS","XER","Fair",47.6,3.62,7.7,4,4.29,4.29,4.67,300,"8/23/2016"
2008247,"NLA06608-1300",2007,1,"8/15/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,51,"8/23/2016"
2008249,"NLA06608-1312",2007,1,"9/27/2007","EHIGH","EHIGH","SAP","Fair",48.4,4.41,9.19,4.21,3.33,4.17,3.75,300,"8/23/2016"
2008250,"NLA06608-1316",2007,1,"8/17/2007","EHIGH","EHIGH","SAP","Poor",1.4,0,0,0,0,0.83,0,300,"8/23/2016"
2008251,"NLA06608-1319",2007,1,"8/7/2007","PLAINS","PLNLOW","TPL","Fair",40.8,7.01,1.23,3.53,3.65,6,3.05,300,"8/23/2016"
2008252,"NLA06608-1321",2007,1,"8/1/2007","WMTNS","WMTNS","WMT","Fair",48.8,4.6,5.96,10,4.29,0,4.44,300,"8/23/2016"
2008253,"NLA06608-1323",2007,1,"6/26/2007","EHIGH","EHIGH","SAP","Fair",39.8,1.5,8.9,5.26,4.44,2.5,1.25,300,"8/23/2016"
2008255,"NLA06608-1329",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Good",70,6.68,6.97,10,5.71,5.71,6.91,300,"8/23/2016"
2008256,"NLA06608-1332",2007,1,"8/21/2007","PLAINS","PLNLOW","TPL","Poor",29.2,0.53,4.48,5.29,2.31,2,2.88,300,"8/23/2016"
2008257,"NLA06608-1333",2007,1,"9/24/2007","EHIGH","EHIGH","NAP","Good",59,8.74,2.83,4.21,6.67,6.67,6.25,300,"8/23/2016"
2008260,"NLA06608-1336",2007,1,"9/19/2007","PLAINS","PLNLOW","SPL","Good",55.3,2.7,2.92,6.47,6.06,5,10,300,"8/23/2016"
2008261,"NLA06608-1338",2007,1,"6/27/2007","PLAINS","PLNLOW","NPL","Poor",0,0,0,0,0,0,0,300,"8/23/2016"
2008262,"NLA06608-1339",2007,1,"8/30/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,50,"8/23/2016"
2008264,"NLA06608-1344",2007,1,"7/10/2007","PLAINS","PLNLOW","NPL","Fair",32.9,8.6,0,1.18,5.46,4,0.51,300,"8/23/2016"
2008265,"NLA06608-1346",2007,1,"7/12/2007","EHIGH","EHIGH","SAP","Good",59.7,5.36,7.56,5.79,10,5.83,1.25,300,"8/23/2016"
2008267,"NLA06608-1348",2007,1,"8/8/2007","EHIGH","EHIGH","SAP","Poor",33.6,4.41,1.26,3.68,3.33,5,2.5,224,"8/23/2016"
2008268,"NLA06608-1349",2007,1,"8/23/2007","CPL","PLNLOW","CPL","Poor",38.6,0.45,3.86,7.06,6,1.43,4.37,300,"8/23/2016"
2008270,"NLA06608-1355",2007,1,"7/3/2007","UMW","PLNLOW","UMW","Poor",39.1,1.74,0,3.22,1.82,6.67,10,125,"8/23/2016"
2008271,"NLA06608-1355",2007,2,"8/21/2007","UMW","PLNLOW","UMW","Poor",37.4,4.91,1.85,6.18,1.82,6.67,1.01,119,"8/23/2016"
2008272,"NLA06608-1356",2007,1,"8/13/2007","EHIGH","EHIGH","SAP","Fair",43.4,6.59,4.72,2.11,5.56,3.33,3.75,300,"8/23/2016"
2008275,"NLA06608-1359",2007,1,"7/31/2007","PLAINS","PLNLOW","TPL","Fair",40.8,4.97,4.25,6.47,2.31,6,0.51,300,"8/23/2016"
2008276,"NLA06608-1360",2007,1,"8/19/2007","PLAINS","PLNLOW","SPL","Fair",38.7,4.62,1.08,7.06,4.29,6,0.17,300,"8/23/2016"
2008277,"NLA06608-1364",2007,1,"6/20/2007","EHIGH","EHIGH","SAP","Poor",18.5,2.1,2.42,1.58,3.33,1.67,0,300,"8/23/2016"
2008278,"NLA06608-1365",2007,1,"8/21/2007","EHIGH","EHIGH","NAP","Good",60.2,4.41,9.83,8.95,6.67,5,1.25,300,"8/23/2016"
2008279,"NLA06608-1367",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Poor",28.9,5.61,0,1.76,7.96,2,0,133,"8/23/2016"
2008280,"NLA06608-1368",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL","Poor",1.8,0,0,0,1.07,0,0,300,"8/23/2016"
2008281,"NLA06608-1369",2007,1,"6/21/2007","EHIGH","EHIGH","SAP","Poor",24.4,0.48,4.54,4.21,3.33,0.83,1.25,300,"8/23/2016"
2008283,"NLA06608-1372",2007,1,"9/17/2007","PLAINS","PLNLOW","SPL","Poor",24.9,4.23,1.38,2.94,2.86,3,0.51,300,"8/23/2016"
2008284,"NLA06608-1375",2007,1,"9/4/2007","PLAINS","PLNLOW","TPL","Poor",26.5,4.23,0.38,4.12,2.86,4,0.34,300,"8/23/2016"
2008285,"NLA06608-1376",2007,1,"9/26/2007","EHIGH","EHIGH","SAP","Fair",38.7,0.88,6.25,5.79,4.44,3.33,2.5,300,"8/23/2016"
2008286,"NLA06608-1377",2007,1,"7/22/2007","WMTNS","WMTNS","WMT","Fair",48,3.15,4.55,10,2.86,2.86,5.38,300,"8/23/2016"
2008287,"NLA06608-1380",2007,1,"7/18/2007","PLAINS","PLNLOW","SPL","Fair",41.1,6.82,1.73,2.35,8.76,5,0,300,"8/23/2016"
2008291,"NLA06608-1389",2007,1,"8/7/2007","CPL","PLNLOW","CPL","Good",67.5,6.56,8.93,9.41,10,2.86,2.76,300,"8/23/2016"
2008292,"NLA06608-1389",2007,2,"8/29/2007","CPL","PLNLOW","CPL","Fair",51.9,4.06,5.31,6.47,8,4.29,2.99,300,"8/23/2016"
2008294,"NLA06608-1391",2007,1,"9/5/2007","EHIGH","EHIGH","NAP","Poor",26.4,5.24,4.7,1.58,2.22,0.83,1.25,222,"8/23/2016"
2008295,"NLA06608-1396",2007,1,"6/21/2007","EHIGH","EHIGH","SAP","Poor",35.4,5.2,3.26,2.63,5.56,3.33,1.25,300,"8/23/2016"
2008296,"NLA06608-1397",2007,1,"7/10/2007","WMTNS","WMTNS","WMT","Poor",19.1,0,0,10,0,1.43,0,236,"8/23/2016"
2008298,"NLA06608-1401",2007,1,"7/11/2007","EHIGH","EHIGH","SAP","Good",59.4,4.63,8.36,6.84,6.67,4.17,5,300,"8/23/2016"
2008300,"NLA06608-1403",2007,1,"7/2/2007","PLAINS","PLNLOW","SPL","Poor",20.1,0,4.77,2.94,1.84,2,0.51,300,"8/23/2016"
2008302,"NLA06608-1413",2007,1,"7/11/2007","CPL","PLNLOW","CPL","Poor",25.5,0,0,3.53,3,1.43,7.36,300,"8/23/2016"
2008303,"NLA06608-1414",2007,1,"8/28/2007","EHIGH","EHIGH","NAP","Fair",44.5,4.84,8.85,5.26,4.44,3.33,0,300,"8/23/2016"
2008304,"NLA06608-1417",2007,1,"7/31/2007","WMTNS","WMTNS","XER","Fair",43.7,0.86,8.43,2,5.71,4.29,4.91,300,"8/23/2016"
2008305,"NLA06608-1420",2007,1,"9/18/2007","PLAINS","PLNLOW","SPL","Fair",38.1,3.59,3.08,4.71,2.06,4,5.42,300,"8/23/2016"
2008306,"NLA06608-1421",2007,1,"7/17/2007","CPL","PLNLOW","CPL","Good",55.5,6.27,3,2.35,7,7.14,7.53,300,"8/23/2016"
2008307,"NLA06608-1425",2007,1,"8/7/2007","WMTNS","WMTNS","WMT","Good",60.4,6.34,6.91,10,4.29,4.29,4.44,300,"8/23/2016"
2008308,"NLA06608-1426",2007,1,"7/23/2007","WMTNS","WMTNS","WMT","Good",58.3,7.06,5.28,8,8.57,2.86,3.22,300,"8/23/2016"
2008309,"NLA06608-1432",2007,1,"6/19/2007","PLAINS","PLNLOW","SPL","Good",47.7,3.75,5.64,6.47,9.11,3,0.68,300,"8/23/2016"
2008311,"NLA06608-1435",2007,1,"8/1/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,41,"8/23/2016"
2008312,"NLA06608-1436",2007,1,"6/21/2007","PLAINS","PLNLOW","SPL","Good",52.5,3.96,5.17,8.82,1.84,9,2.71,300,"8/23/2016"
2008313,"NLA06608-1439",2007,1,"7/17/2007","WMTNS","WMTNS","XER","Fair",44.8,6.94,5.9,6,1.43,1.43,5.18,300,"8/23/2016"
2008314,"NLA06608-1445",2007,1,"7/18/2007","WMTNS","WMTNS","XER","Poor",31.9,7.41,4.33,6,0,1.43,0,300,"8/23/2016"
2008315,"NLA06608-1446",2007,1,"8/29/2007","WMTNS","WMTNS","WMT","Good",75.6,4.56,7.64,10,7.14,10,6.02,300,"8/23/2016"
2008320,"NLA06608-1455",2007,1,"8/13/2007","WMTNS","WMTNS","WMT","Good",62.7,8.85,5,10,4.29,4.29,5.18,300,"8/23/2016"
2008321,"NLA06608-1460",2007,1,"7/26/2007","PLAINS","PLNLOW","TPL","Good",78.8,6.67,6.89,10,8.1,8,7.63,300,"8/23/2016"
2008322,"NLA06608-1461",2007,1,"9/26/2007","WMTNS","WMTNS","XER","Poor",42.3,10,0.28,8,1.43,1.43,4.24,300,"8/23/2016"
2008323,"NLA06608-1462",2007,1,"8/20/2007","PLAINS","PLNLOW","NPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,49,"8/23/2016"
2008325,"NLA06608-1465",2007,1,"8/21/2007","EHIGH","EHIGH","SAP","Good",74.8,3.64,9.67,6.84,8.89,5.83,10,300,"8/23/2016"
2008327,"NLA06608-1469",2007,1,"7/10/2007","CPL","PLNLOW","CPL","Poor",27,1.55,3.51,2.35,2,0,6.78,300,"8/23/2016"
2008328,"NLA06608-1473",2007,1,"7/22/2007","WMTNS","WMTNS","WMT","Not Assessed",NA,NA,NA,NA,NA,NA,NA,80,"8/23/2016"
2008329,"NLA06608-1476",2007,1,"6/14/2007","PLAINS","PLNLOW","SPL","Poor",13.7,2.91,0.98,2.94,0.23,1,0.17,300,"8/23/2016"
2008330,"NLA06608-1481",2007,1,"8/14/2007","WMTNS","WMTNS","WMT","Good",88,7.58,9.55,8,10,8.57,9.1,300,"8/23/2016"
2008331,"NLA06608-1482",2007,1,"7/24/2007","CPL","PLNLOW","CPL","Good",62.1,4.56,6.41,6.47,10,4.29,5.52,300,"8/23/2016"
2008332,"NLA06608-1483",2007,1,"7/25/2007","WMTNS","WMTNS","WMT","Good",57.7,6.81,7.13,6,4.29,4.29,6.08,300,"8/23/2016"
2008333,"NLA06608-1484",2007,1,"8/26/2007","EHIGH","EHIGH","SAP","Good",70.5,6.03,9.4,5.79,7.78,8.33,5,300,"8/23/2016"
2008335,"NLA06608-1488",2007,1,"7/31/2007","PLAINS","PLNLOW","SPL","Fair",41.2,8.52,0,1.18,10,5,0,300,"8/23/2016"
2008336,"NLA06608-1489",2007,1,"8/29/2007","WMTNS","WMTNS","WMT","Good",60.5,4.13,9.1,6,10,5.71,1.33,300,"8/23/2016"
2008337,"NLA06608-1492",2007,1,"6/28/2007","PLAINS","PLNLOW","TPL","Good",42.5,2.66,6.99,6.47,3.51,5,0.85,300,"8/23/2016"
2008338,"NLA06608-1496",2007,1,"9/6/2007","PLAINS","PLNLOW","SPL","Good",54.1,6.92,1.71,7.65,7.5,8,0.68,300,"8/23/2016"
2008340,"NLA06608-1499",2007,1,"8/8/2007","UMW","PLNLOW","UMW","Poor",38.5,2.47,8.17,5.28,2.73,3.33,1.15,300,"8/23/2016"
2008341,"NLA06608-1504",2007,1,"8/27/2007","EHIGH","EHIGH","SAP","Poor",11.4,0.07,0,3.16,1.11,2.5,0,300,"8/23/2016"
2008343,"NLA06608-1508",2007,1,"8/20/2007","PLAINS","PLNLOW","SPL","Fair",32.3,4.41,2.67,1.76,7.4,3,0.17,300,"8/23/2016"
2008344,"NLA06608-1510",2007,1,"8/17/2007","PLAINS","PLNLOW","NPL","Fair",35.9,6.16,0,2.35,10,3,0,300,"8/23/2016"
2008345,"NLA06608-1511",2007,1,"6/12/2007","PLAINS","PLNLOW","TPL","Poor",20,1.02,2.31,4.71,0.48,3,0.51,300,"8/23/2016"
2008348,"NLA06608-1517",2007,1,"8/1/2007","EHIGH","EHIGH","SAP","Good",56.8,4.41,3.86,8.42,7.78,5.83,3.75,300,"8/23/2016"
2008349,"NLA06608-1521",2007,1,"8/14/2007","WMTNS","WMTNS","XER","Poor",37.5,2.09,8.26,4,1.43,2.86,3.89,300,"8/23/2016"
2008350,"NLA06608-1524",2007,1,"6/12/2007","PLAINS","PLNLOW","SPL","Fair",40.2,4.62,2.11,5.29,5.71,6,0.4,254,"8/23/2016"
2008351,"NLA06608-1527",2007,1,"8/8/2007","PLAINS","PLNLOW","TPL","Poor",19,5.61,0,2.94,1.84,1,0,300,"8/23/2016"
2008352,"NLA06608-1529",2007,1,"6/19/2007","WMTNS","WMTNS","XER","Good",59.7,8.31,6.91,8,5.71,4.29,2.59,173,"8/23/2016"
2008353,"NLA06608-1532",2007,1,"7/24/2007","PLAINS","PLNLOW","TPL","Good",55.6,3.66,7.88,7.06,9.58,5,0.17,300,"8/23/2016"
2008354,"NLA06608-1537",2007,1,"7/15/2007","WMTNS","WMTNS","WMT","Good",65,6.64,10,6,10,2.86,3.5,300,"8/23/2016"
2008355,"NLA06608-1538",2007,1,"7/26/2007","EHIGH","EHIGH","SAP","Fair",47.9,2.63,3.37,6.32,5.56,5.83,5,300,"8/23/2016"
2008356,"NLA06608-1544",2007,1,"7/25/2007","PLAINS","PLNLOW","TPL","Good",46.6,5.09,2.73,4.71,7.54,5,2.88,300,"8/23/2016"
2008357,"NLA06608-1556",2007,1,"8/14/2007","PLAINS","PLNLOW","TPL","Good",50,1.02,3.57,7.06,2.86,7,8.47,300,"8/23/2016"
2008358,"NLA06608-1558",2007,1,"9/12/2007","EHIGH","EHIGH","NAP","Good",75.2,6.79,8.64,7.89,8.89,6.67,6.25,300,"8/23/2016"
2008361,"NLA06608-1561",2007,1,"6/19/2007","EHIGH","EHIGH","SAP","Good",67.1,4.58,10,10,7.78,4.17,3.75,300,"8/23/2016"
2008362,"NLA06608-1562",2007,1,"6/11/2007","WMTNS","WMTNS","XER","Poor",39.9,1.79,2.92,6,5.71,1.43,6.08,300,"8/23/2016"
2008363,"NLA06608-1564",2007,1,"6/26/2007","PLAINS","PLNLOW","SPL","Fair",36.7,5.61,2.04,6.47,4.9,3,0,300,"8/23/2016"
2008364,"NLA06608-1568",2007,1,"7/10/2007","PLAINS","PLNLOW","SPL","Fair",40.1,5.38,4.35,5.88,4.29,4,0.17,300,"8/23/2016"
2008365,"NLA06608-1569",2007,1,"8/14/2007","CPL","PLNLOW","CPL","Poor",13,0,0.61,1.76,0,2.86,2.54,185,"8/23/2016"
2008366,"NLA06608-1572",2007,1,"8/20/2007","PLAINS","PLNLOW","TPL","Good",52.9,0,6.05,8.24,5.51,7,4.92,300,"8/23/2016"
2008367,"NLA06608-1575",2007,1,"7/24/2007","PLAINS","PLNLOW","TPL","Fair",34.2,5.46,1.83,2.94,5.46,3,1.83,250,"8/23/2016"
2008368,"NLA06608-1576",2007,1,"9/9/2007","PLAINS","PLNLOW","TPL","Poor",29.2,7.69,0,2.94,1.43,2,3.47,264,"8/23/2016"
2008369,"NLA06608-1577",2007,1,"7/19/2007","WMTNS","WMTNS","WMT","Poor",30.5,4.38,3.03,4,2.86,1.43,2.59,300,"8/23/2016"
2008370,"NLA06608-1578",2007,1,"8/21/2007","PLAINS","PLNLOW","NPL","Poor",26.4,2.91,1.19,0.59,7,3,1.18,300,"8/23/2016"
2008371,"NLA06608-1579",2007,1,"7/24/2007","UMW","PLNLOW","UMW","Poor",38.5,1.08,6.71,0.56,7.27,0,7.51,300,"8/23/2016"
2008373,"NLA06608-1586",2007,1,"7/10/2007","EHIGH","EHIGH","NAP","Fair",49.2,5.77,6.73,3.68,3.33,5,5,300,"8/23/2016"
2008374,"NLA06608-1593",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Poor",16.5,0,5.06,2,0,2.86,0,300,"8/23/2016"
2008375,"NLA06608-1595",2007,1,"6/28/2007","PLAINS","PLNLOW","SPL","Poor",27.1,1.26,6.11,2.35,3.51,3,0,300,"8/23/2016"
2008376,"NLA06608-1596",2007,1,"8/20/2007","PLAINS","PLNLOW","SPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,87,"8/23/2016"
2008377,"NLA06608-1600",2007,1,"7/19/2007","PLAINS","PLNLOW","NPL","Good",49.5,6.92,4.25,4.12,8.57,5,0.85,300,"8/23/2016"
2008378,"NLA06608-1602",2007,1,"5/30/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,14,"8/23/2016"
2008380,"NLA06608-1610",2007,1,"8/15/2007","WMTNS","WMTNS","WMT","Good",55.7,5.87,8.6,6,4.29,2.86,5.83,300,"8/23/2016"
2008381,"NLA06608-1617",2007,1,"8/8/2007","WMTNS","WMTNS","WMT","Fair",53.3,5.11,7.19,8,7.14,0,4.52,300,"8/23/2016"
2008382,"NLA06608-1623",2007,1,"7/19/2007","CPL","PLNLOW","CPL","Good",54.3,6.83,7.03,5.88,7,4.29,1.55,300,"8/23/2016"
2008384,"NLA06608-1630",2007,1,"7/12/2007","PLAINS","PLNLOW","SPL","Poor",27.7,1.85,2.88,2.94,4.29,4,0.68,300,"8/23/2016"
2008385,"NLA06608-1631",2007,1,"8/8/2007","WMTNS","WMTNS","XER","Poor",38.1,1.58,6.74,6,2.86,5.71,0,300,"8/23/2016"
2008386,"NLA06608-1633",2007,1,"7/13/2007","WMTNS","WMTNS","WMT","Poor",40.5,4.85,6.29,6,2.86,4.29,0,300,"8/23/2016"
2008387,"NLA06608-1637",2007,1,"8/28/2007","EHIGH","EHIGH","NAP","Fair",47.3,4.69,7.95,4.21,4.44,3.33,3.75,300,"8/23/2016"
2008388,"NLA06608-1638",2007,1,"8/6/2007","WMTNS","WMTNS","WMT","Fair",46.2,1.62,2.3,10,4.29,2.86,6.67,300,"8/23/2016"
2008390,"NLA06608-1641",2007,1,"6/19/2007","WMTNS","WMTNS","WMT","Poor",28.9,3.49,3.88,10,0,0,0,300,"8/23/2016"
2008393,"NLA06608-1652",2007,1,"6/13/2007","EHIGH","EHIGH","SAP","Poor",17.1,1.02,0.06,2.11,3.33,2.5,1.25,300,"8/23/2016"
2008395,"NLA06608-1655",2007,1,"6/6/2007","PLAINS","PLNLOW","NPL","Poor",3.2,0,0.07,0,1.84,0,0,300,"8/23/2016"
2008397,"NLA06608-1672",2007,1,"9/5/2007","PLAINS","PLNLOW","SPL","Good",45.9,5.8,0.66,9.41,6.68,4,1.02,300,"8/23/2016"
2008398,"NLA06608-1674",2007,1,"7/27/2007","WMTNS","WMTNS","WMT","Poor",37,0,1.01,10,2.86,2.86,5.49,300,"8/23/2016"
2008399,"NLA06608-1675",2007,1,"7/23/2007","WMTNS","WMTNS","WMT","Poor",18.8,0,2.42,6,0,2.86,0,300,"8/23/2016"
2008401,"NLA06608-1684",2007,1,"6/27/2007","PLAINS","PLNLOW","TPL","Good",43.8,4.06,6.22,4.12,3.51,5,3.39,300,"8/23/2016"
2008402,"NLA06608-1684",2007,2,"8/21/2007","PLAINS","PLNLOW","TPL","Good",46.7,4.17,6.85,5.29,5.39,6,0.34,300,"8/23/2016"
2008403,"NLA06608-1687",2007,1,"7/9/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,46,"8/23/2016"
2008405,"NLA06608-1695",2007,1,"9/6/2007","WMTNS","WMTNS","WMT","Good",56.9,9.62,6.46,10,2.86,0,5.18,300,"8/23/2016"
2008407,"NLA06608-1703",2007,1,"8/28/2007","PLAINS","PLNLOW","TPL","Not Assessed",NA,NA,NA,NA,NA,NA,NA,96,"8/23/2016"
2008408,"NLA06608-1704",2007,1,"9/5/2007","PLAINS","PLNLOW","TPL","Good",68.6,5.41,7.78,10,7.25,9,1.69,300,"8/23/2016"
2008411,"NLA06608-1711",2007,1,"9/4/2007","EHIGH","EHIGH","SAP","Good",57.8,4.61,7.38,6.32,8.89,5,2.5,300,"8/23/2016"
2008413,"NLA06608-1715",2007,1,"9/6/2007","PLAINS","PLNLOW","SPL","Fair",38.8,3.59,1.19,5.29,6.83,4,2.37,300,"8/23/2016"
2008414,"NLA06608-1717",2007,1,"9/25/2007","WMTNS","WMTNS","XER","Not Assessed",NA,NA,NA,NA,NA,NA,NA,46,"8/23/2016"
2008415,"NLA06608-1719",2007,1,"6/18/2007","PLAINS","PLNLOW","NPL","Poor",0.8,0,0.49,0,0,0,0,300,"8/23/2016"
2008416,"NLA06608-1723",2007,1,"6/20/2007","PLAINS","PLNLOW","SPL","Poor",24.5,3.69,1.59,2.94,4.29,2,0.17,300,"8/23/2016"
2008417,"NLA06608-1724",2007,1,"8/7/2007","PLAINS","PLNLOW","TPL","Good",44.8,3.42,3.83,5.88,4.01,6,3.73,300,"8/23/2016"
2008419,"NLA06608-1735",2007,1,"9/11/2007","CPL","PLNLOW","CPL","Poor",36.1,5.56,4.84,3.53,5,1.43,1.32,300,"8/23/2016"
2008420,"NLA06608-1736",2007,1,"8/1/2007","PLAINS","PLNLOW","TPL","Good",45,5.89,1.88,6.47,4.58,6,2.2,300,"8/23/2016"
2008421,"NLA06608-1739",2007,1,"7/20/2007","WMTNS","WMTNS","WMT","Good",54.9,7.28,3.48,8,5.71,0,8.48,300,"8/23/2016"
2008422,"NLA06608-1740",2007,1,"8/10/2007","PLAINS","PLNLOW","TPL","Fair",40.4,2.31,6.01,7.65,4.9,3,0.38,133,"8/23/2016"
2008423,"NLA06608-1741",2007,1,"7/9/2007","CPL","PLNLOW","CPL","Fair",46.3,4.2,3.81,3.53,7,2.86,6.38,300,"8/23/2016"
