"UID","SITE_ID","YEAR","VISIT_NO","DATE_COL","ECO_BIO","AGGR_ECO3_2015","AGGR_ECO9_2015","AMPHNIND","AMPHNTAX","AMPHPIND","AMPHPTAX","BURRNIND","BURRNTAX","BURRPIND","BURRPTAX","CHIRDOM1PIND","CHIRDOM3PIND","CHIRDOM5PIND","CHIRNIND","CHIRNTAX","CHIRPIND","CHIRPTAX","CLMBNIND","CLMBNTAX","CLMBPIND","CLMBPTAX","CLNGNIND","CLNGNTAX","CLNGPIND","CLNGPTAX","COFININD","COFINTAX","COFIPIND","COFIPTAX","COFITRICNIND","COFITRICNTAX","COFITRICPIND","COFITRICPTAX","COGANIND","COGANTAX","COGAPIND","COGAPTAX","CRUSNIND","CRUSNTAX","CRUSPIND","CRUSPTAX","DIPTNIND","DIPTNTAX","DIPTPIND","DIPTPTAX","DOM1PIND","DOM3PIND","DOM5PIND","EPHENIND","EPHENTAX","EPHEPIND","EPHEPTAX","EPOTNIND","EPOTNTAX","EPOTPIND","EPOTPTAX","EPT_NIND","EPT_NTAX","EPT_PIND","EPT_PTAX","FACLNIND","FACLNTAX","FACLPIND","FACLPTAX","HEMININD","HEMINTAX","HEMIPIND","HEMIPTAX","HPRIME","INTLNIND","INTLNTAX","INTLPIND","INTLPTAX","MITENIND","MITENTAX","MITEPIND","MITEPTAX","MOLLNIND","MOLLNTAX","MOLLPIND","MOLLPTAX","NOINNIND","NOINNTAX","NOINPIND","NOINPTAX","NTOLNIND","NTOLNTAX","NTOLPIND","NTOLPTAX","ODONNIND","ODONNTAX","ODONPIND","ODONPTAX","OLLENIND","OLLENTAX","OLLEPIND","OLLEPTAX","ORTHCHIRPIND","ORTHNIND","ORTHNTAX","ORTHPIND","ORTHPTAX","PLECNIND","PLECNTAX","PLECPIND","PLECPTAX","PREDNIND","PREDNTAX","PREDPIND","PREDPTAX","SCRPNIND","SCRPNTAX","SCRPPIND","SCRPPTAX","SHRDNIND","SHRDNTAX","SHRDPIND","SHRDPTAX","SPWLNIND","SPWLNTAX","SPWLPIND","SPWLPTAX","STOLNIND","STOLNTAX","STOLPIND","STOLPTAX","SWIMNIND","SWIMNTAX","SWIMPIND","SWIMPTAX","TANYNIND","TANYNTAX","TANYPIND","TANYPTAX","TL01NIND","TL01NTAX","TL01PIND","TL01PTAX","TL23NIND","TL23NTAX","TL23PIND","TL23PTAX","TL45NIND","TL45NTAX","TL45PIND","TL45PTAX","TL67NIND","TL67NTAX","TL67PIND","TL67PTAX","TL89NIND","TL89NTAX","TL89PIND","TL89PTAX","TOLRNIND","TOLRNTAX","TOLRPIND","TOLRPTAX","TOTLNIND","TOTLNTAX","TRICNIND","TRICNTAX","TRICPIND","TRICPTAX","TUBINAIDNIND","TUBINAIDNTAX","TUBINAIDPIND","TUBINAIDPTAX","WTD_TV"
2007490,"NLA06608-0014",2007,2,"8/23/2007","PLAINS","PLNLOW","TPL",34,1,13.33,9.09,1,1,0.39,9.09,78.12,100,100,33,2,12.94,18.18,166,3,65.1,27.27,1,1,0.39,9.09,0,0,0,0,0,0,0,0,62,4,24.31,36.36,34,1,13.33,9.09,34,3,13.33,27.27,60.08,83.4,94.86,1,1,0.39,9.09,156,4,61.18,36.36,4,3,1.57,27.27,23,5,9.02,45.45,0,0,0,0,1.35,0,0,0,0,20,2,7.84,18.18,0,0,0,0,54,3,21.18,27.27,11,4,4.31,36.36,152,1,59.61,9.09,0,0,0,0,75.76,25,1,9.8,9.09,0,0,0,0,181,5,70.98,45.45,0,0,0,0,71,4,27.84,36.36,68,5,26.67,45.45,20,2,7.84,18.18,19,2,7.45,18.18,0,0,0,0,0,0,0,0,1,0,0.39,0,10,4,3.92,36.36,223,4,87.45,36.36,20,2,7.84,18.18,231,5,90.59,45.45,255,11,3,2,1.18,18.18,0,0,0,0,7.55
2007491,"NLA06608-0015",2007,1,"7/10/2007","WMTNS","WMTNS","XER",2,1,4.76,9.09,4,2,9.52,18.18,57.14,85.71,100,8,4,19.05,36.36,25,2,59.52,18.18,3,2,7.14,18.18,0,0,0,0,0,0,0,0,15,7,35.71,63.64,2,1,4.76,9.09,8,4,19.05,36.36,56.1,73.17,82.93,1,1,2.38,9.09,1,1,2.38,9.09,1,1,2.38,9.09,4,3,9.52,27.27,0,0,0,0,1.64,0,0,0,0,23,1,54.76,9.09,2,1,4.76,9.09,33,6,78.57,54.55,2,2,4.76,18.18,0,0,0,0,6,3,14.29,27.27,50,4,1,9.52,9.09,0,0,0,0,25,3,59.52,27.27,2,1,4.76,9.09,6,2,14.29,18.18,4,3,9.52,27.27,29,4,69.05,36.36,1,1,2.38,9.09,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.76,18.18,9,4,21.43,36.36,29,4,69.05,36.36,36,7,85.71,63.64,42,11,0,0,0,0,6,3,14.29,27.27,7.32
2007492,"NLA06608-0015",2007,2,"8/29/2007","WMTNS","WMTNS","XER",0,0,0,0,59,9,21.38,25,44.9,67.35,81.63,49,14,17.75,38.89,39,6,14.13,16.67,57,7,20.65,19.44,7,3,2.54,8.33,0,0,0,0,119,15,43.12,41.67,0,0,0,0,50,15,18.12,41.67,10.68,30.77,47.44,24,2,8.7,5.56,48,6,17.39,16.67,36,4,13.04,11.11,82,13,29.71,36.11,0,0,0,0,3.03,11,2,3.99,5.56,43,3,15.58,8.33,14,2,5.07,5.56,178,15,64.49,41.67,25,8,9.06,22.22,12,2,4.35,5.56,95,9,34.42,25,4.08,2,2,0.72,5.56,0,0,0,0,99,12,35.87,33.33,24,3,8.7,8.33,11,4,3.99,11.11,79,9,28.62,25,131,12,47.46,33.33,1,1,0.36,2.78,6,2,2.17,5.56,0,0,0,0,11,2,3.99,5.56,14,6,5.07,16.67,75,11,27.17,30.56,131,12,47.46,33.33,138,16,50,44.44,276,36,12,2,4.35,5.56,94,8,34.06,22.22,6.14
2007493,"NLA06608-0016",2007,1,"6/27/2007","PLAINS","PLNLOW","SPL",0,0,0,0,17,6,27.87,37.5,25.93,62.96,81.48,28,9,45.9,56.25,7,2,11.48,12.5,9,3,14.75,18.75,3,2,4.92,12.5,0,0,0,0,18,6,29.51,37.5,0,0,0,0,28,9,45.9,56.25,24,48,64,1,1,1.64,6.25,1,1,1.64,6.25,1,1,1.64,6.25,13,4,21.31,25,0,0,0,0,2.44,1,1,1.64,6.25,18,4,29.51,25,0,0,0,0,32,6,52.46,37.5,13,5,21.31,31.25,0,0,0,0,12,2,19.67,12.5,7.14,2,1,3.28,6.25,0,0,0,0,35,7,57.38,43.75,0,0,0,0,9,3,14.75,18.75,15,3,24.59,18.75,38,9,62.3,56.25,15,3,24.59,18.75,1,1,1.64,6.25,0,0,0,0,1,1,1.64,6.25,12,4,19.67,25,10,2,16.39,12.5,38,9,62.3,56.25,47,11,77.05,68.75,61,16,0,0,0,0,11,1,18.03,6.25,7.52
2007494,"NLA06608-0016",2007,2,"7/11/2007","PLAINS","PLNLOW","SPL",1,1,0.33,4,135,5,45,20,41.75,66.99,80.58,106,11,35.33,44,25,6,8.33,24,38,5,12.67,20,10,2,3.33,8,0,0,0,0,164,10,54.67,40,1,1,0.33,4,106,11,35.33,44,19.76,54.15,70.36,4,1,1.33,4,9,3,3,12,8,2,2.67,8,80,9,26.67,36,0,0,0,0,2.53,2,1,0.67,4,79,5,26.33,20,6,2,2,8,185,11,61.67,44,59,6,19.67,24,1,1,0.33,4,86,3,28.67,12,8.49,9,1,3,4,0,0,0,0,124,11,41.33,44,6,2,2,8,14,3,4.67,12,36,7,12,28,190,11,63.33,44,53,3,17.67,12,10,2,3.33,8,0,0,0,0,2,1,0.67,4,57,5,19,20,51,8,17,32,190,11,63.33,44,218,15,72.67,60,300,25,4,1,1.33,4,84,2,28,8,7.29
2007496,"NLA06608-0019",2007,1,"6/11/2007","PLAINS","PLNLOW","NPL",2,1,0.9,5,79,5,35.59,25,38.13,75.54,91.37,139,9,62.61,45,18,4,8.11,20,3,2,1.35,10,6,2,2.7,10,0,0,0,0,99,8,44.59,40,2,1,0.9,5,140,10,63.06,50,23.87,51.35,73.42,1,1,0.45,5,5,3,2.25,15,1,1,0.45,5,49,6,22.07,30,0,0,0,0,2.32,2,1,0.9,5,4,2,1.8,10,0,0,0,0,36,5,16.22,25,33,4,14.86,20,4,2,1.8,10,1,1,0.45,5,14.39,20,1,9.01,5,0,0,0,0,105,9,47.3,45,0,0,0,0,38,4,17.12,20,91,7,40.99,35,114,8,51.35,40,2,1,0.9,5,2,1,0.9,5,0,0,0,0,2,1,0.9,5,31,3,13.96,15,46,7,20.72,35,114,8,51.35,40,142,12,63.96,60,222,20,0,0,0,0,1,1,0.45,5,6.74
2007497,"NLA06608-0019",2007,2,"8/7/2007","PLAINS","PLNLOW","NPL",3,1,1,4.55,115,5,38.33,22.73,23.66,60.31,81.68,133,10,44.33,45.45,56,3,18.67,13.64,12,2,4,9.09,31,1,10.33,4.55,0,0,0,0,136,7,45.33,31.82,3,1,1,4.55,155,12,51.67,54.55,19.39,46.26,62.93,57,1,19,4.55,117,3,39,13.64,69,2,23,9.09,93,8,31,36.36,0,0,0,0,2.54,0,0,0,0,19,4,6.33,18.18,0,0,0,0,23,5,7.67,22.73,83,5,27.67,22.73,48,1,16,4.55,0,0,0,0,33.83,45,2,15,9.09,0,0,0,0,128,13,42.67,59.09,0,0,0,0,85,6,28.33,27.27,90,9,30,40.91,111,10,37,45.45,14,3,4.67,13.64,0,0,0,0,0,0,0,0,2,0,0.67,0,81,5,27,22.73,106,7,35.33,31.82,111,10,37,45.45,207,14,69,63.64,300,22,12,1,4,4.55,0,0,0,0,7.07
2007498,"NLA06608-0020",2007,1,"6/11/2007","PLAINS","PLNLOW","TPL",29,2,9.67,5.13,93,12,31,30.77,12.6,36.22,54.33,127,21,42.33,53.85,39,6,13,15.38,78,7,26,17.95,28,5,9.33,12.82,0,0,0,0,151,18,50.33,46.15,29,2,9.67,5.13,168,22,56,56.41,13.85,31.08,41.55,31,1,10.33,2.56,61,6,20.33,15.38,57,4,19,10.26,180,21,60,53.85,0,0,0,0,3.15,11,1,3.67,2.56,4,2,1.33,5.13,24,3,8,7.69,71,11,23.67,28.21,99,12,33,30.77,4,2,1.33,5.13,14,4,4.67,10.26,1.57,2,2,0.67,5.13,0,0,0,0,119,15,39.67,38.46,29,2,9.67,5.13,57,5,19,12.82,154,16,51.33,41.03,50,10,16.67,25.64,1,1,0.33,2.56,25,4,8.33,10.26,0,0,0,0,11,1,3.67,2.56,88,11,29.33,28.21,151,17,50.33,43.59,50,10,16.67,25.64,109,17,36.33,43.59,300,39,26,3,8.67,7.69,13,3,4.33,7.69,6.23
2007499,"NLA06608-0020",2007,2,"7/2/2007","PLAINS","PLNLOW","TPL",17,2,5.67,6.45,95,9,31.67,29.03,40.95,72.38,85.71,106,13,35.33,41.94,22,5,7.33,16.13,46,5,15.33,16.13,31,3,10.33,9.68,0,0,0,0,206,18,68.67,58.06,17,2,5.67,6.45,136,14,45.33,45.16,18.99,46.9,66.28,49,1,16.33,3.23,80,4,26.67,12.9,62,3,20.67,9.68,207,15,69,48.39,0,0,0,0,2.62,2,1,0.67,3.23,1,1,0.33,3.23,31,3,10.33,9.68,84,13,28,41.94,125,11,41.67,35.48,18,1,6,3.23,30,6,10,19.35,43.4,46,3,15.33,9.68,0,0,0,0,80,10,26.67,32.26,13,2,4.33,6.45,24,2,8,6.45,160,13,53.33,41.94,38,7,12.67,22.58,2,1,0.67,3.23,11,3,3.67,9.68,0,0,0,0,2,1,0.67,3.23,123,10,41,32.26,136,12,45.33,38.71,38,7,12.67,22.58,90,14,30,45.16,300,31,13,2,4.33,6.45,30,6,10,19.35,5.92
2007500,"NLA06608-0021",2007,1,"7/27/2007","EHIGH","EHIGH","NAP",158,1,52.67,3.23,11,4,3.67,12.9,42.31,76.92,84.62,26,9,8.67,29.03,59,10,19.67,32.26,26,7,8.67,22.58,47,4,15.67,12.9,0,0,0,0,178,13,59.33,41.94,159,2,53,6.45,27,10,9,32.26,54.67,72.66,81.31,2,2,0.67,6.45,11,4,3.67,12.9,10,3,3.33,9.68,224,14,74.67,45.16,0,0,0,0,1.9,9,2,3,6.45,0,0,0,0,93,9,31,29.03,262,17,87.33,54.84,210,12,70,38.71,1,1,0.33,3.23,8,5,2.67,16.13,0,0,0,0,0,0,0,0,0,16,6,5.33,19.35,64,8,21.33,25.81,159,2,53,6.45,168,8,56,25.81,20,8,6.67,25.81,1,1,0.33,3.23,6,1,2,3.23,0,0,0,0,9,2,3,6.45,201,10,67,32.26,32,7,10.67,22.58,20,8,6.67,25.81,29,11,9.67,35.48,300,31,8,1,2.67,3.23,8,5,2.67,16.13,5.08
2007501,"NLA06608-0021",2007,2,"8/30/2007","EHIGH","EHIGH","NAP",113,1,37.67,3.23,19,5,6.33,16.13,13.04,34.78,52.17,23,12,7.67,38.71,34,6,11.33,19.35,21,7,7,22.58,84,5,28,16.13,1,1,0.33,3.23,141,12,47,38.71,113,1,37.67,3.23,24,13,8,41.94,39.65,69.12,78.25,7,4,2.33,12.9,15,7,5,22.58,15,7,5,22.58,174,21,58,67.74,0,0,0,0,2.16,3,1,1,3.23,0,0,0,0,127,7,42.33,22.58,260,10,86.67,32.26,162,17,54,54.84,0,0,0,0,9,1,3,3.23,26.09,6,3,2,9.68,0,0,0,0,25,8,8.33,25.81,52,7,17.33,22.58,119,4,39.67,12.9,144,11,48,35.48,20,1,6.67,3.23,1,1,0.33,3.23,3,1,1,3.23,0,0,0,0,6,3,2,9.68,156,14,52,45.16,23,9,7.67,29.03,20,1,6.67,3.23,28,5,9.33,16.13,300,31,8,3,2.67,9.68,9,1,3,3.23,3.99
2007502,"NLA06608-0023",2007,1,"8/9/2007","PLAINS","PLNLOW","SPL",19,1,6.33,2.5,53,10,17.67,25,24.59,60.66,80.33,65,14,21.67,35,149,10,49.67,25,20,7,6.67,17.5,13,5,4.33,12.5,0,0,0,0,81,14,27,35,19,1,6.33,2.5,75,17,25,42.5,18.55,33.94,45.7,6,2,2,5,43,7,14.33,17.5,14,4,4.67,10,128,17,42.67,42.5,0,0,0,0,3.11,3,3,1,7.5,11,4,3.67,10,114,5,38,12.5,181,15,60.33,37.5,76,13,25.33,32.5,29,3,9.67,7.5,31,4,10.33,10,3.08,2,2,0.67,5,0,0,0,0,94,16,31.33,40,106,4,35.33,10,31,5,10.33,12.5,82,13,27.33,32.5,101,11,33.67,27.5,4,3,1.33,7.5,7,3,2.33,7.5,1,1,0.33,2.5,2,2,0.67,5,73,10,24.33,25,108,12,36,30,101,11,33.67,27.5,154,16,51.33,40,300,40,8,2,2.67,5,28,3,9.33,7.5,6.57
2007503,"NLA06608-0023",2007,2,"9/19/2007","PLAINS","PLNLOW","SPL",14,1,4.67,2.78,39,7,13,19.44,29.49,66.67,83.33,83,11,27.67,30.56,142,11,47.33,30.56,28,8,9.33,22.22,15,2,5,5.56,0,0,0,0,76,12,25.33,33.33,14,1,4.67,2.78,90,13,30,36.11,14.62,37.31,51.92,3,1,1,2.78,31,7,10.33,19.44,19,4,6.33,11.11,105,16,35,44.44,0,0,0,0,3.01,21,2,7,5.56,19,6,6.33,16.67,120,5,40,13.89,179,16,59.67,44.44,89,13,29.67,36.11,12,3,4,8.33,25,4,8.33,11.11,16.87,14,1,4.67,2.78,0,0,0,0,93,17,31,47.22,121,5,40.33,13.89,15,2,5,5.56,94,13,31.33,36.11,89,11,29.67,30.56,10,3,3.33,8.33,16,2,5.33,5.56,0,0,0,0,23,3,7.67,8.33,66,10,22,27.78,87,8,29,22.22,89,11,29.67,30.56,139,14,46.33,38.89,300,36,16,3,5.33,8.33,24,3,8,8.33,5.71
2007506,"NLA06608-0025",2007,1,"6/18/2007","EHIGH","EHIGH","SAP",1,1,0.33,3.33,39,4,13,13.33,48.54,78.64,89.32,207,13,69,43.33,22,6,7.33,20,136,5,45.33,16.67,34,2,11.33,6.67,0,0,0,0,184,15,61.33,50,2,2,0.67,6.67,213,14,71,46.67,36.36,58.91,71.27,21,2,7,6.67,42,5,14,16.67,25,3,8.33,10,100,16,33.33,53.33,0,0,0,0,2.38,38,2,12.67,6.67,6,3,2,10,1,1,0.33,3.33,45,11,15,36.67,106,10,35.33,33.33,17,2,5.67,6.67,35,4,11.67,13.33,6.76,14,3,4.67,10,0,0,0,0,90,13,30,43.33,5,2,1.67,6.67,5,3,1.67,10,100,14,33.33,46.67,44,7,14.67,23.33,9,3,3,10,134,3,44.67,10,0,0,0,0,38,2,12.67,6.67,68,8,22.67,26.67,150,13,50,43.33,44,7,14.67,23.33,162,12,54,40,300,30,4,1,1.33,3.33,35,4,11.67,13.33,6.12
2007507,"NLA06608-0025",2007,2,"7/18/2007","EHIGH","EHIGH","SAP",0,0,0,0,16,6,5.33,18.75,59.2,87.56,95.02,201,11,67,34.38,33,7,11,21.88,70,8,23.33,25,32,1,10.67,3.12,0,0,0,0,81,16,27,50,1,1,0.33,3.12,206,13,68.67,40.62,41.32,61.11,72.92,25,2,8.33,6.25,53,7,17.67,21.88,33,5,11,15.62,192,17,64,53.12,0,0,0,0,2.32,35,2,11.67,6.25,16,5,5.33,15.62,12,2,4,6.25,37,10,12.33,31.25,182,13,60.67,40.62,20,2,6.67,6.25,7,2,2.33,6.25,2.99,6,3,2,9.38,0,0,0,0,179,14,59.67,43.75,16,4,5.33,12.5,2,2,0.67,6.25,179,11,59.67,34.38,34,9,11.33,28.12,1,1,0.33,3.12,58,3,19.33,9.38,0,0,0,0,37,3,12.33,9.38,145,10,48.33,31.25,84,10,28,31.25,34,9,11.33,28.12,73,13,24.33,40.62,300,32,8,3,2.67,9.38,7,2,2.33,6.25,5.64
2007508,"NLA06608-0029",2007,1,"7/2/2007","CPL","PLNLOW","CPL",2,1,0.67,2.78,69,11,23,30.56,21.59,53.98,76.14,187,15,62.33,41.67,46,6,15.33,16.67,64,8,21.33,22.22,75,4,25,11.11,0,0,0,0,169,17,56.33,47.22,3,2,1,5.56,201,17,67,47.22,14.84,38.52,57.95,42,1,14,2.78,46,3,15.33,8.33,46,3,15.33,8.33,137,15,45.67,41.67,0,0,0,0,2.89,38,1,12.67,2.78,7,3,2.33,8.33,4,2,1.33,5.56,48,14,16,38.89,61,9,20.33,25,0,0,0,0,32,6,10.67,16.67,0.53,1,1,0.33,2.78,0,0,0,0,78,14,26,38.89,8,3,2.67,8.33,20,5,6.67,13.89,128,13,42.67,36.11,79,14,26.33,38.89,3,1,1,2.78,69,3,23,8.33,0,0,0,0,38,1,12.67,2.78,23,8,7.67,22.22,159,12,53,33.33,79,14,26.33,38.89,124,19,41.33,52.78,300,36,4,2,1.33,5.56,27,5,9,13.89,6.35
2007509,"NLA06608-0029",2007,2,"9/11/2007","CPL","PLNLOW","CPL",140,2,46.67,6.06,26,8,8.67,24.24,25.53,53.19,68.09,48,14,16,42.42,17,5,5.67,15.15,19,6,6.33,18.18,22,3,7.33,9.09,0,0,0,0,226,18,75.33,54.55,142,3,47.33,9.09,51,16,17,48.48,46.71,62.28,70.24,11,1,3.67,3.03,16,4,5.33,12.12,15,3,5,9.09,53,14,17.67,42.42,0,0,0,0,2.26,7,1,2.33,3.03,12,3,4,9.09,0,0,0,0,229,12,76.33,36.36,41,10,13.67,30.3,1,1,0.33,3.03,65,5,21.67,15.15,14.58,7,2,2.33,6.06,0,0,0,0,53,13,17.67,39.39,5,2,1.67,6.06,151,4,50.33,12.12,198,13,66,39.39,61,11,20.33,33.33,31,1,10.33,3.03,12,3,4,9.09,0,0,0,0,7,1,2.33,3.03,34,9,11.33,27.27,198,12,66,36.36,61,11,20.33,33.33,240,18,80,54.55,300,33,4,2,1.33,6.06,49,4,16.33,12.12,7.12
2007510,"NLA06608-0031",2007,1,"6/13/2007","EHIGH","EHIGH","SAP",9,1,3.66,2.5,83,10,33.74,25,21.77,46.94,61.9,159,20,64.63,50,40,9,16.26,22.5,31,7,12.6,17.5,31,3,12.6,7.5,0,0,0,0,137,21,55.69,52.5,9,1,3.66,2.5,170,22,69.11,55,13.97,30.13,40.61,10,2,4.07,5,18,4,7.32,10,18,4,7.32,10,111,17,45.12,42.5,0,0,0,0,3.27,25,4,10.16,10,11,4,4.47,10,19,4,7.72,10,58,14,23.58,35,67,15,27.24,37.5,0,0,0,0,14,4,5.69,10,18.24,29,5,11.79,12.5,0,0,0,0,49,9,19.92,22.5,21,5,8.54,12.5,57,7,23.17,17.5,76,12,30.89,30,71,12,28.86,30,8,3,3.25,7.5,11,3,4.47,7.5,4,1,1.63,2.5,21,3,8.54,7.5,42,11,17.07,27.5,107,12,43.5,30,71,12,28.86,30,109,18,44.31,45,246,40,8,2,3.25,5,14,4,5.69,10,6.49
2007512,"NLA06608-0033",2007,1,"7/17/2007","WMTNS","WMTNS","WMT",0,0,0,0,148,9,49.33,31.03,23.86,56.25,77.27,180,15,60,51.72,15,5,5,17.24,56,7,18.67,24.14,110,3,36.67,10.34,0,0,0,0,102,14,34,48.28,0,0,0,0,200,16,66.67,55.17,18.03,42.49,59.66,5,2,1.67,6.9,15,5,5,17.24,8,4,2.67,13.79,94,15,31.33,51.72,0,0,0,0,2.77,33,1,11,3.45,1,1,0.33,3.45,72,3,24,10.34,85,8,28.33,27.59,71,10,23.67,34.48,7,1,2.33,3.45,12,4,4,13.79,3.89,7,2,2.33,6.9,0,0,0,0,101,10,33.67,34.48,5,2,1.67,6.9,8,2,2.67,6.9,101,11,33.67,37.93,149,9,49.67,31.03,0,0,0,0,43,2,14.33,6.9,0,0,0,0,33,1,11,3.45,38,9,12.67,31.03,80,10,26.67,34.48,149,9,49.67,31.03,173,13,57.67,44.83,300,29,3,2,1,6.9,8,2,2.67,6.9,6.92
2007513,"NLA06608-0033",2007,2,"8/28/2007","WMTNS","WMTNS","WMT",0,0,0,0,78,10,26,33.33,25.24,61.65,80.58,207,17,69,56.67,24,6,8,20,101,5,33.67,16.67,93,3,31,10,0,0,0,0,129,16,43,53.33,0,0,0,0,225,19,75,63.33,17.57,42.91,60.47,40,2,13.33,6.67,58,4,19.33,13.33,43,3,14.33,10,143,15,47.67,50,0,0,0,0,2.72,38,1,12.67,3.33,1,1,0.33,3.33,3,2,1,6.67,16,6,5.33,20,83,10,27.67,33.33,15,1,5,3.33,12,3,4,10,9.66,20,4,6.67,13.33,0,0,0,0,87,9,29,30,1,1,0.33,3.33,20,4,6.67,13.33,113,10,37.67,33.33,90,9,30,30,1,1,0.33,3.33,40,2,13.33,6.67,0,0,0,0,40,2,13.33,6.67,43,8,14.33,26.67,126,10,42,33.33,90,9,30,30,118,13,39.33,43.33,300,30,3,1,1,3.33,11,2,3.67,6.67,6.31
2007514,"NLA06608-0036",2007,1,"7/12/2007","EHIGH","EHIGH","SAP",0,0,0,0,0,0,0,0,100,100,100,1,1,33.33,33.33,0,0,0,0,1,1,33.33,33.33,0,0,0,0,0,0,0,0,1,1,33.33,33.33,0,0,0,0,1,1,33.33,33.33,33.33,100,100,1,1,33.33,33.33,1,1,33.33,33.33,1,1,33.33,33.33,2,2,66.67,66.67,0,0,0,0,1.1,0,0,0,0,1,1,33.33,33.33,0,0,0,0,1,1,33.33,33.33,1,1,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,66.67,66.67,0,0,0,0,0,0,0,0,2,2,66.67,66.67,1,1,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.33,33.33,1,1,33.33,33.33,1,1,33.33,33.33,1,1,33.33,33.33,3,3,0,0,0,0,0,0,0,0,6.53
2007515,"NLA06608-0036",2007,2,"7/16/2007","EHIGH","EHIGH","SAP",0,0,0,0,19,3,17.76,15,41.18,79.41,94.12,34,7,31.78,35,35,5,32.71,25,3,2,2.8,10,0,0,0,0,0,0,0,0,47,8,43.93,40,0,0,0,0,47,9,43.93,45,23.58,49.06,66.04,18,2,16.82,10,20,4,18.69,20,19,3,17.76,15,56,9,52.34,45,0,0,0,0,2.5,3,1,2.8,5,5,3,4.67,15,33,3,30.84,15,40,7,37.38,35,38,8,35.51,40,1,1,0.93,5,2,1,1.87,5,8.82,3,1,2.8,5,0,0,0,0,35,10,32.71,50,33,3,30.84,15,0,0,0,0,50,9,46.73,45,18,7,16.82,35,6,2,5.61,10,1,1,0.93,5,0,0,0,0,3,1,2.8,5,35,7,32.71,35,51,5,47.66,25,18,7,16.82,35,48,10,44.86,50,107,20,1,1,0.93,5,2,1,1.87,5,6.29
2007516,"NLA06608-0037",2007,1,"7/13/2007","EHIGH","EHIGH","NAP",43,1,14.33,2.38,30,9,10,21.43,20.69,43.1,60.34,63,16,21,38.1,119,10,39.67,23.81,48,8,16,19.05,14,2,4.67,4.76,0,0,0,0,111,18,37,42.86,43,1,14.33,2.38,63,16,21,38.1,29.2,49.64,58.39,9,2,3,4.76,55,8,18.33,19.05,53,7,17.67,16.67,176,16,58.67,38.1,0,0,0,0,2.83,14,3,4.67,7.14,13,8,4.33,19.05,106,4,35.33,9.52,182,18,60.67,42.86,155,15,51.67,35.71,2,1,0.67,2.38,16,4,5.33,9.52,25.4,16,4,5.33,9.52,0,0,0,0,76,18,25.33,42.86,114,5,38,11.9,58,5,19.33,11.9,91,12,30.33,28.57,37,15,12.33,35.71,17,4,5.67,9.52,2,1,0.67,2.38,0,0,0,0,25,4,8.33,9.52,130,11,43.33,26.19,107,11,35.67,26.19,37,15,12.33,35.71,109,22,36.33,52.38,300,42,44,5,14.67,11.9,16,4,5.33,9.52,5.98
2007517,"NLA06608-0037",2007,2,"9/5/2007","EHIGH","EHIGH","NAP",120,1,40,2.5,40,8,13.33,20,22.86,45.71,62.86,38,14,12.67,35,62,13,20.67,32.5,22,8,7.33,20,34,4,11.33,10,0,0,0,0,177,19,59,47.5,127,2,42.33,5,39,15,13,37.5,43.96,63.74,71.06,9,2,3,5,31,8,10.33,20,30,7,10,17.5,97,15,32.33,37.5,0,0,0,0,2.34,6,4,2,10,11,6,3.67,15,75,6,25,15,230,17,76.67,42.5,88,15,29.33,37.5,1,1,0.33,2.5,17,3,5.67,7.5,28.95,11,4,3.67,10,0,0,0,0,44,13,14.67,32.5,49,5,16.33,12.5,127,4,42.33,10,159,11,53,27.5,56,14,18.67,35,19,5,6.33,12.5,7,5,2.33,12.5,1,1,0.33,2.5,22,6,7.33,15,65,8,21.67,20,155,10,51.67,25,56,14,18.67,35,196,20,65.33,50,300,40,21,5,7,12.5,17,3,5.67,7.5,6.64
2007518,"NLA06608-0038",2007,1,"7/12/2007","EHIGH","EHIGH","NAP",30,1,10,2.13,48,9,16,19.15,21.31,46.72,62.3,126,22,42,46.81,53,13,17.67,27.66,72,11,24,23.4,61,5,20.33,10.64,0,0,0,0,155,24,51.67,51.06,31,2,10.33,4.26,147,23,49,48.94,12.4,30.17,40.91,15,3,5,6.38,35,7,11.67,14.89,32,6,10.67,12.77,126,23,42,48.94,0,0,0,0,3.36,52,7,17.33,14.89,10,4,3.33,8.51,40,5,13.33,10.64,110,14,36.67,29.79,110,20,36.67,42.55,3,1,1,2.13,29,3,9.67,6.38,19.05,24,4,8,8.51,0,0,0,0,68,12,22.67,25.53,26,7,8.67,14.89,45,7,15,14.89,123,12,41,25.53,70,8,23.33,17.02,1,1,0.33,2.13,46,5,15.33,10.64,2,1,0.67,2.13,59,8,19.67,17.02,49,11,16.33,23.4,118,18,39.33,38.3,70,8,23.33,17.02,120,16,40,34.04,300,47,17,3,5.67,6.38,29,3,9.67,6.38,5.9
